IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP163;IP_PROP164
4817;карниз;1.50.145;Нет;4,50;78
4818;карниз;1.50.146;Нет;4,00;70
4819;карниз;1.50.147;Нет;4,50;78
4820;карниз;1.50.148;Нет;4,00;70
4821;карниз;1.50.149;Нет;4,50;78
4822;карниз;1.50.150;Нет;4,00;60
4823;карниз;1.50.151;Нет;4,50;78
4824;карниз;1.50.152;Нет;4,50;78
4825;карниз;1.50.153;Нет;4,50;78
4826;карниз;1.50.154;Нет;4,00;60
4827;карниз;1.50.155;Нет;4,00;60
4828;карниз;1.50.156;Нет;4,00;60
4829;карниз;1.50.157;Нет;4,00;60
4830;карниз;1.50.158;Нет;4,00;60
4831;карниз;1.50.159;Нет;4,00;60
4832;карниз;1.50.160;Нет;4,00;60
4833;карниз;1.50.162;Нет;4,00;70
4834;карниз;1.50.163;Нет;4,00;79
4835;карниз;1.50.164;Нет;4,00;79
4836;карниз;1.50.165;Нет;4,00;70
4837;карниз;1.50.166;Нет;4,00;78
4838;карниз;1.50.167;Нет;4,00;78
4839;карниз;1.50.168;Нет;4,00;78
4840;карниз;1.50.169;Нет;4,00;70
4841;карниз;1.50.170;Нет;4,00;70
4842;карниз;1.50.171;Нет;4,00;60
4843;карниз;1.50.172;Нет;4,00;60
4844;карниз;1.50.173;Нет;4,00;60
4845;карниз;1.50.174;Нет;4,00;60
4846;карниз;1.50.175;Нет;4,00;78
4847;карниз;1.50.176;Нет;4,00;79
4848;карниз;1.50.177;Нет;4,00;79
4849;карниз;1.50.180;Нет;4,00;79
4850;карниз;1.50.181;Нет;4,00;70
4851;карниз;1.50.182;Нет;4,00;70
4852;карниз;1.50.183;Нет;4,00;70
4853;карниз;1.50.184;Нет;4,00;70
4854;карниз;1.50.185;Нет;4,00;70
4855;карниз;1.50.186;Нет;4,00;70
4856;карниз;1.50.187;Нет;4,00;70
4857;карниз;1.50.188;Нет;4,00;70
4858;карниз;1.50.190;Нет;4,00;60
4859;карниз;1.50.191;Нет;4,00;60
4860;карниз;1.50.192;Нет;4,00;64
4861;карниз;1.50.193;Нет;4,00;70
4862;карниз;1.50.194;Нет;4,00;70
4863;карниз;1.50.195;Нет;4,00;70
4864;карниз;1.50.196;Нет;4,00;70
4865;карниз;1.50.197;Нет;4,00;70
4866;карниз;1.50.198;Нет;4,00;70
4867;карниз;1.50.200;Нет;4,00;60
4868;карниз;1.50.201;Нет;4,50;78
4869;карниз;1.50.202;Нет;4,00;70
4870;карниз;1.50.203;Нет;4,50;78
4871;карниз;1.50.204;Нет;4,00;60
4872;карниз;1.50.208;Нет;4,00;70
4873;карниз;1.50.209;Нет;4,00;78
4874;карниз;1.50.210;Нет;4,00;79
4875;карниз;1.50.211;Нет;4,00;64
4876;карниз;1.50.212;Нет;4,50;64
4877;карниз;1.50.220;Нет;4,00;79
4878;карниз;1.50.221;Нет;4,00;79
4879;карниз;1.50.222;Нет;4,50;79
4880;карниз;1.50.250;Нет;4,50;64
4881;карниз;1.50.251;Нет;4,00;60
4882;карниз;1.50.252;Нет;4,00;78
4883;карниз;1.50.253;Нет;4,00;79
4884;карниз;1.50.254;Нет;4,00;78
4885;карниз;1.50.255;Нет;4,00;70
4886;карниз;1.50.256;Нет;4,50;78
4887;карниз;1.50.257;Нет;4,00;60
4888;карниз;1.50.258;Нет;4,00;60
4889;карниз;1.50.259;Нет;4,00;60
4890;карниз;1.50.260;Нет;4,50;79
4891;карниз;1.50.261;Нет;4,00;79
4892;карниз;1.50.262;Нет;4,00;60
4893;карниз;1.50.264;Нет;4,50;79
4894;карниз;1.50.265;Нет;4,00;79
4895;карниз;1.50.266;Нет;4,00;60
4896;карниз;1.50.267;Нет;4,50;79
4897;карниз;1.50.268;Нет;4,50;79
4898;карниз;1.50.269;Нет;4,50;79
4899;карниз;1.50.270;Нет;4,50;79
4900;карниз;1.50.271;Нет;4,50;79
4901;карниз;1.50.273;Нет;4,50;79
4902;карниз FLEX;1.50.114;Да;4,00;64
4903;карниз FLEX;1.50.115;Да;4,00;64
4904;карниз FLEX;1.50.116;Да;4,00;70
4905;карниз FLEX;1.50.117;Да;4,50;78
4906;карниз FLEX;1.50.118;Да;4,00;78
4907;карниз FLEX;1.50.119;Да;4,00;70
4908;карниз FLEX;1.50.120;Да;4,00;78
4909;карниз FLEX;1.50.121;Да;4,00;70
4910;карниз FLEX;1.50.122;Да;4,00;64
4911;карниз FLEX;1.50.100;Да;4,00;70
4912;карниз FLEX;1.50.102;Да;4,00;70
4913;карниз FLEX;1.50.103;Да;4,00;70
4914;карниз FLEX;1.50.104;Да;4,00;79
4915;карниз FLEX;1.50.105;Да;4,00;64
4916;карниз FLEX;1.50.106;Да;4,00;64
4917;карниз FLEX;1.50.107;Да;4,00;79
4918;карниз FLEX;1.50.109;Да;4,00;70
4919;карниз FLEX;1.50.110;Да;4,50;79
4920;карниз FLEX;1.50.111;Да;4,50;79
4921;карниз FLEX;1.50.112;Да;4,00;64
4922;карниз FLEX;1.50.113;Да;4,00;70
4923;карниз FLEX;1.50.123;Да;4,00;60
4924;карниз FLEX;1.50.124;Да;4,00;70
4925;карниз FLEX;1.50.125;Да;4,00;70
4926;карниз FLEX;1.50.126;Да;4,00;70
4927;карниз FLEX;1.50.127;Да;4,00;70
4928;карниз FLEX;1.50.128;Да;4,00;70
4929;карниз FLEX;1.50.129;Да;4,00;70
4930;карниз FLEX;1.50.130;Да;4,00;60
4931;карниз FLEX;1.50.131;Да;4,00;70
4932;карниз FLEX;1.50.132;Да;4,50;78
4933;карниз FLEX;1.50.133;Да;4,50;78
4934;карниз FLEX;1.50.134;Да;4,00;78
4935;карниз FLEX;1.50.135;Да;4,00;60
4936;карниз FLEX;1.50.136;Да;4,50;78
4937;карниз FLEX;1.50.137;Да;4,50;78
4938;карниз FLEX;1.50.138;Да;4,50;78
4939;карниз FLEX;1.50.139;Да;4,00;70
4940;карниз FLEX;1.50.140;Да;4,00;64
4941;карниз FLEX;1.50.141;Да;4,00;64
4942;карниз FLEX;1.50.142;Да;4,00;70
4943;карниз FLEX;1.50.143;Да;4,00;70
4944;карниз FLEX;1.50.144;Да;4,00;70
4945;карниз FLEX;1.50.145;Да;4,50;78
4946;карниз FLEX;1.50.146;Да;4,00;70
4947;карниз FLEX;1.50.147;Да;4,50;78
4948;карниз FLEX;1.50.148;Да;4,00;70
4949;карниз FLEX;1.50.149;Да;4,50;78
4950;карниз FLEX;1.50.150;Да;4,00;60
4951;карниз FLEX;1.50.151;Да;4,50;78
4952;карниз FLEX;1.50.152;Да;4,50;78
4953;карниз FLEX;1.50.153;Да;4,50;78
4954;карниз FLEX;1.50.154;Да;4,00;60
4955;карниз FLEX;1.50.155;Да;4,00;60
4956;карниз FLEX;1.50.156;Да;4,00;60
4957;карниз FLEX;1.50.157;Да;4,00;60
4958;карниз FLEX;1.50.158;Да;4,00;60
4959;карниз FLEX;1.50.159;Да;4,00;60
4960;карниз FLEX;1.50.160;Да;4,00;60
4961;карниз FLEX;1.50.162;Да;4,00;70
4962;карниз FLEX;1.50.163;Да;4,00;79
4963;карниз FLEX;1.50.164;Да;4,00;79
4964;карниз FLEX;1.50.165;Да;4,00;70
4965;карниз FLEX;1.50.166;Да;4,00;78
4966;карниз FLEX;1.50.168;Да;4,00;78
4967;карниз FLEX;1.50.169;Да;4,00;70
4968;карниз FLEX;1.50.170;Да;4,00;70
4969;карниз FLEX;1.50.171;Да;4,00;60
4970;карниз FLEX;1.50.172;Да;4,00;60
4971;карниз FLEX;1.50.173;Да;4,00;60
4972;карниз FLEX;1.50.174;Да;4,00;60
4973;карниз FLEX;1.50.175;Да;4,00;78
4974;карниз FLEX;1.50.176;Да;4,00;79
4975;карниз FLEX;1.50.177;Да;4,00;79
4976;карниз FLEX;1.50.180;Да;4,00;79
4977;карниз FLEX;1.50.181;Да;4,00;70
4978;карниз FLEX;1.50.182;Да;4,00;70
4979;карниз FLEX;1.50.183;Да;4,00;70
4980;карниз FLEX;1.50.184;Да;4,00;70
4981;карниз FLEX;1.50.185;Да;4,00;70
4982;карниз FLEX;1.50.186;Да;4,00;70
4983;карниз FLEX;1.50.187;Да;4,00;70
4984;карниз FLEX;1.50.188;Да;4,00;70
4985;карниз FLEX;1.50.190;Да;4,00;60
4986;карниз FLEX;1.50.191;Да;4,00;60
4987;карниз FLEX;1.50.192;Да;4,00;64
4988;карниз FLEX;1.50.193;Да;4,00;70
4989;карниз FLEX;1.50.194;Да;4,00;70
4990;карниз FLEX;1.50.195;Да;4,00;70
4991;карниз FLEX;1.50.197;Да;4,00;70
4992;карниз FLEX;1.50.200;Да;4,00;60
4993;карниз FLEX;1.50.202;Да;4,00;70
4994;карниз FLEX;1.50.203;Да;4,50;78
4995;карниз FLEX;1.50.209;Да;4,00;78
4996;карниз FLEX;1.50.210;Да;4,00;79
4997;карниз FLEX;1.50.220;Да;4,00;79
4998;карниз FLEX;1.50.221;Да;4,00;79
4999;карниз FLEX;1.50.222;Да;4,50;79
5000;карниз FLEX;1.50.250;Да;4,50;64
5001;карниз FLEX;1.50.251;Да;4,00;60
5002;карниз FLEX;1.50.252;Да;4,00;78
5003;карниз FLEX;1.50.253;Да;4,00;79
5004;карниз FLEX;1.50.254;Да;4,00;78
5005;карниз FLEX;1.50.255;Да;4,00;70
5006;карниз FLEX;1.50.256;Да;4,50;78
5007;карниз FLEX;1.50.257;Да;4,00;60
5008;карниз FLEX;1.50.258;Да;4,00;60
5009;карниз FLEX;1.50.259;Да;4,00;60
5010;карниз FLEX;1.50.260;Да;4,50;79
5011;карниз FLEX;1.50.261;Да;4,00;79
5012;карниз FLEX;1.50.262;Да;4,00;60
5013;карниз FLEX;1.50.264;Да;4,50;79
5014;карниз FLEX;1.50.265;Да;4,00;79
5015;карниз FLEX;1.50.266;Да;4,00;60
5016;карниз FLEX;1.50.267;Да;4,50;79
5017;карниз FLEX;1.50.268;Да;4,50;79
5018;карниз FLEX;1.50.269;Да;4,50;79
5019;карниз FLEX;1.50.270;Да;4,50;79
5020;молдинг;1.51.311;Нет;4,00;70
5021;молдинг;1.51.314;Нет;4,00;70
5022;молдинг;1.51.327;Нет;4,00;70
5023;молдинг;1.51.301;Нет;4,00;38
5024;молдинг;1.51.305;Нет;4,00;15
5025;молдинг;1.51.321;Нет;4,00;38
5026;молдинг;1.51.400;Нет;4,00;70
5027;молдинг;1.51.302;Нет;4,00;70
5028;молдинг;1.51.303;Нет;4,00;70
5029;молдинг;1.51.304;Нет;4,00;38
5030;молдинг;1.51.306;Нет;4,00;38
5031;молдинг;1.51.307;Нет;4,00;70
5032;молдинг;1.51.324;Нет;4,00;70
5033;молдинг;1.51.352;Нет;4,00;38
5034;молдинг;1.51.325;Нет;4,00;70
5035;молдинг;1.51.312;Нет;4,00;38
5036;молдинг;1.51.332;Нет;4,00;70
5037;молдинг;1.51.350;Нет;4,00;70
5038;молдинг;1.51.326;Нет;4,00;70
5039;молдинг;1.51.308;Нет;4,00;38
5040;молдинг;1.51.309;Нет;4,00;70
5041;молдинг;1.51.310;Нет;4,00;70
5042;молдинг;1.51.313;Нет;4,00;70
5043;молдинг;1.51.315;Нет;4,00;70
5044;молдинг;1.51.316;Нет;4,00;70
5045;молдинг;1.51.317;Нет;4,00;70
5046;молдинг;1.51.318;Нет;4,00;70
5047;молдинг;1.51.319;Нет;4,00;70
5048;молдинг;1.51.320;Нет;4,00;70
5049;молдинг;1.51.322;Нет;4,00;38
5050;молдинг;1.51.328;Нет;4,00;70
5051;молдинг;1.51.330;Нет;4,00;70
5052;молдинг;1.51.333;Нет;4,00;70
5053;молдинг;1.51.340;Нет;4,00;70
5054;молдинг;1.51.341;Нет;4,00;70
5055;молдинг;1.51.342;Нет;4,00;70
5056;молдинг;1.51.343;Нет;4,00;70
5057;молдинг;1.51.344;Нет;4,00;70
5058;молдинг;1.51.351;Нет;4,00;70
5059;молдинг;1.51.380;Нет;4,50;70
5060;молдинг;1.51.401;Нет;4,00;38
5061;молдинг;1.51.323;Нет;4,00;38
5062;молдинг;1.51.339;Нет;4,00;70
5063;молдинг;1.51.331;Нет;4,00;70
5064;молдинг;1.51.336;Нет;4,00;70
5065;молдинг;1.51.334;Нет;4,00;38
5066;молдинг;1.51.335;Нет;4,00;70
5067;молдинг;1.51.337;Нет;4,00;70
5068;молдинг;1.51.348;Нет;4,00;70
5069;молдинг;1.51.349;Нет;4,00;70
5070;молдинг;1.51.329;Нет;4,00;38
5071;молдинг;1.51.347;Нет;4,00;70
5072;молдинг;1.51.355;Нет;4,00;70
5073;молдинг;1.51.354;Нет;4,00;70
5074;молдинг FLEX;1.51.311;Да;4,00;70
5075;молдинг FLEX;1.51.314;Да;4,00;70
5076;молдинг FLEX;1.51.327;Да;4,00;70
5077;молдинг FLEX;1.51.301;Да;4,00;38
5078;молдинг FLEX;1.51.305;Да;4,00;15
5079;молдинг FLEX;1.51.321;Да;4,00;38
5080;молдинг FLEX;1.51.400;Да;4,00;70
5081;молдинг FLEX;1.51.302;Да;4,00;70
5082;молдинг FLEX;1.51.303;Да;4,00;70
5083;молдинг FLEX;1.51.304;Да;4,00;38
5084;молдинг FLEX;1.51.306;Да;4,00;38
5085;молдинг FLEX;1.51.307;Да;4,00;70
5086;молдинг FLEX;1.51.324;Да;4,00;70
5087;молдинг FLEX;1.51.352;Да;4,00;38
5088;молдинг FLEX;1.51.325;Да;4,00;70
5089;молдинг FLEX;1.51.312;Да;4,00;38
5090;молдинг FLEX;1.51.332;Да;4,00;70
5091;молдинг FLEX;1.51.350;Да;4,00;70
5092;молдинг FLEX;1.51.326;Да;4,00;70
5093;молдинг FLEX;1.51.308;Да;4,00;38
5094;молдинг FLEX;1.51.309;Да;4,00;70
5095;молдинг FLEX;1.51.310;Да;4,00;70
5096;молдинг FLEX;1.51.313;Да;4,00;70
5097;молдинг FLEX;1.51.315;Да;4,00;70
5098;молдинг FLEX;1.51.316;Да;4,00;70
5099;молдинг FLEX;1.51.317;Да;4,00;70
5100;молдинг FLEX;1.51.318;Да;4,00;70
5101;молдинг FLEX;1.51.319;Да;4,00;70
5102;молдинг FLEX;1.51.320;Да;4,00;70
5103;молдинг FLEX;1.51.322;Да;4,00;38
5104;молдинг FLEX;1.51.328;Да;4,00;70
5105;молдинг FLEX;1.51.330;Да;4,00;70
5106;молдинг FLEX;1.51.333;Да;4,00;70
5107;молдинг FLEX;1.51.340;Да;4,00;70
5108;молдинг FLEX;1.51.341;Да;4,00;70
5109;молдинг FLEX;1.51.342;Да;4,00;70
5110;молдинг FLEX;1.51.343;Да;4,00;70
5111;молдинг FLEX;1.51.344;Да;4,00;70
5112;молдинг FLEX;1.51.351;Да;4,00;70
5113;молдинг FLEX;1.51.380;Да;4,50;70
5114;молдинг FLEX;1.51.401;Да;4,00;38
5115;молдинг FLEX;1.51.323;Да;4,00;38
5116;молдинг FLEX;1.51.339;Да;4,00;70
5117;молдинг FLEX;1.51.331;Да;4,00;70
5118;молдинг FLEX;1.51.336;Да;4,00;70
5119;молдинг FLEX;1.51.334;Да;4,00;38
5120;молдинг FLEX;1.51.335;Да;4,00;70
5121;молдинг FLEX;1.51.337;Да;4,00;70
5122;молдинг FLEX;1.51.348;Да;4,00;70
5123;молдинг FLEX;1.51.349;Да;4,00;70
5124;молдинг FLEX;1.51.329;Да;4,00;38
5125;молдинг FLEX;1.51.347;Да;4,00;70
5126;молдинг FLEX;1.51.355;Да;4,00;70
5127;молдинг FLEX;1.51.354;Да;4,00;70
5128;плинтус;1.53.102;Нет;4,00;70
5129;плинтус;1.53.103;Нет;4,00;70
5130;плинтус;1.53.104;Нет;4,00;70
5131;плинтус;1.53.105;Нет;4,50;70
5132;плинтус;1.53.106;Нет;4,00;70
5133;плинтус;1.53.107;Нет;4,00;70
5134;плинтус;1.53.109;Нет;4,00;70
5135;плинтус;1.53.101;Нет;4,00;70
5136;плинтус FLEX;1.53.102;Да;4,00;70
5137;плинтус FLEX;1.53.103;Да;4,00;70
5138;плинтус FLEX;1.53.104;Да;4,00;70
5139;плинтус FLEX;1.53.105;Да;4,50;70
5140;плинтус FLEX;1.53.106;Да;4,00;70
5141;плинтус FLEX;1.53.107;Да;4,00;70
5142;плинтус FLEX;1.53.109;Да;4,00;70
5143;плинтус FLEX;1.53.101;Да;4,00;70
5144;угловой элемент;1.52.326;Нет;4,00;21
5145;угловой элемент;1.52.301;Нет;4,00;18
5146;угловой элемент;1.52.302;Нет;4,00;18
5147;угловой элемент;1.52.290;Нет;4,00;14
5148;угловой элемент;1.52.293;Нет;4,00;14
5149;угловой элемент;1.52.292;Нет;4,00;18
5150;угловой элемент;1.52.288;Нет;4,00;18
5151;угловой элемент;1.52.294;Нет;4,00;18
5152;угловой элемент;1.52.291;Нет;4,00;14
5153;угловой элемент;1.52.295;Нет;4,00;14
5154;угловой элемент;1.52.328;Нет;4,00;18
5155;угловой элемент;1.52.400;Нет;4,00;18
5156;угловой элемент;1.52.289;Нет;4,00;14
5157;угловой элемент;1.52.296;Нет;4,00;21
5158;угловой элемент;1.52.297;Нет;4,00;18
5159;угловой элемент;1.52.298;Нет;4,00;18
5160;угловой элемент;1.52.300;Нет;4,00;18
5161;угловой элемент;1.52.303;Нет;4,00;18
5162;угловой элемент;1.52.308;Нет;4,00;14
5163;угловой элемент;1.52.312;Нет;4,00;18
5164;угловой элемент;1.52.313;Нет;4,00;21
5165;угловой элемент;1.52.314;Нет;4,00;18
5166;угловой элемент;1.52.318;Нет;4,00;14
5167;кронштейн;1.19.001;Нет;;19
5168;кронштейн;1.19.137;Нет;;0
5169;кронштейн;1.19.002;Нет;;19
5170;кронштейн;1.19.005;Нет;;19
5171;кронштейн;1.19.003;Нет;;19
5172;кронштейн;1.19.004;Нет;;19
5173;кронштейн;1.19.006;Нет;;19
5174;розетка;1.56.017;Нет;;24
5175;розетка;1.56.001;Нет;;36
5176;розетка;1.56.002;Нет;;27
5177;розетка;1.56.004;Нет;;23
5178;розетка;1.56.007;Нет;;21
5179;розетка;1.56.013;Нет;;14
5180;розетка;1.56.014;Нет;;18
5181;розетка;1.56.015;Нет;;30
5182;розетка;1.56.016;Нет;;25
5183;розетка;1.56.018;Нет;;39
5184;розетка;1.56.019;Нет;;27
5185;розетка;1.56.020;Нет;;25
5186;розетка;1.56.022;Нет;;28
5187;розетка;1.56.023;Нет;;31
5188;розетка;1.56.024;Нет;;27
5189;розетка;1.56.025;Нет;;43
5190;розетка;1.56.005;Нет;;35
5191;розетка;1.56.010;Нет;;10
5192;розетка;1.56.028;Нет;;36
5193;розетка;1.56.029;Нет;;41
5194;розетка;1.56.030;Нет;;21
5195;розетка;1.56.003;Нет;;27
5196;розетка;1.56.031;Нет;;33
5197;розетка;1.56.021;Нет;;26
5198;розетка;1.56.026;Нет;;41
5199;розетка;1.56.006;Нет;;18
5200;розетка;1.56.009;Нет;;15
5201;розетка;1.56.032;Нет;;17
5202;розетка;1.56.011;Нет;;11
5203;розетка;1.56.037;Нет;;18
5204;розетка;1.56.034;Нет;;27
5205;розетка;1.56.033;Нет;;24
5206;розетка;1.56.038;Нет;;21
5207;розетка;1.56.012;Нет;;28
5208;розетка;1.56.027;Нет;;21
5209;розетка;1.56.039;Нет;;35
5210;розетка;1.56.035;Нет;;26
5211;розетка;1.56.042;Нет;;11
5212;орнамент;1.60.114;Нет;;7
5213;орнамент;1.60.014;Нет;;7
5214;орнамент;1.60.011;Нет;;7
5215;орнамент;1.60.111;Нет;;7
5216;орнамент;1.60.007;Нет;;7
5217;орнамент;1.60.005;Нет;;7
5218;орнамент;1.60.012;Нет;;8
5219;орнамент;1.60.008;Нет;;7
5220;орнамент;1.60.010;Нет;;7
5221;орнамент;1.60.002;Нет;;7
5222;орнамент;1.60.003;Нет;;7
5223;орнамент;1.60.004;Нет;;7
5224;орнамент;1.60.006;Нет;;7
5225;орнамент;1.60.009;Нет;;7
5226;орнамент;1.60.015;Нет;;7
5227;орнамент;1.60.017;Нет;;7
5228;орнамент;1.60.018;Нет;;7
5229;орнамент;1.60.019;Нет;;8
5230;орнамент;1.60.108;Нет;;7
5231;орнамент;1.60.109;Нет;;7
5232;орнамент;1.60.110;Нет;;7
5233;орнамент;1.60.001;Нет;;7
5234;кессон;1.57.002;Нет;;36
5235;кессон;1.57.003;Нет;;36
5236;кессон;1.57.001;Нет;;36
5237;кессон;1.57.004;Нет;;38
5238;купол;1.58.001;Нет;;72
5239;капитель;1.11.001;Нет;7,00;30
5240;капитель;1.11.010;Нет;7,00;25
5241;капитель;1.11.003;Нет;7,00;30
5242;капитель;1.11.002;Нет;7,00;25
5243;капитель;1.11.004;Нет;7,00;30
5244;капитель;1.11.005;Нет;7,00;25
5245;капитель;1.11.006;Нет;7,00;25
5246;капитель;1.11.008;Нет;7,00;25
5247;капитель;1.11.009;Нет;7,00;25
5248;капитель;1.15.002;Нет;7,00;25
5249;капитель;1.15.003;Нет;7,00;30
5250;капитель;1.15.004;Нет;7,00;30
5251;капитель;1.15.005;Нет;7,00;25
5252;капитель;1.15.006;Нет;7,00;25
5253;капитель;1.15.008;Нет;7,00;25
5254;капитель;1.15.001;Нет;7,00;30
5255;капитель;1.15.009;Нет;7,00;25
5256;капитель;1.15.010;Нет;7,00;25
5257;капитель;1.21.003;Нет;7,00;25
5258;капитель;1.21.001;Нет;7,00;25
5259;капитель;1.21.002;Нет;7,00;30
5260;капитель;1.21.004;Нет;7,00;30
5261;капитель;1.21.005;Нет;7,00;30
5262;капитель;1.21.006;Нет;7,00;30
5263;капитель;1.21.007;Нет;7,00;25
5264;ствол;1.12.020;Нет;7,00;0
5265;ствол;1.12.010;Нет;7,00;0
5266;ствол;1.12.030;Нет;7,00;0
5267;ствол;1.12.050;Нет;7,00;0
5268;ствол;1.12.060;Нет;7,00;0
5269;ствол;1.12.061;Нет;7,00;0
5270;ствол;1.12.080;Нет;7,00;0
5271;ствол;1.12.081;Нет;7,00;0
5272;ствол;1.12.070;Нет;7,00;0
5273;ствол;1.12.071;Нет;7,00;0
5274;ствол;1.16.080;Нет;7,00;74
5275;ствол;1.16.081;Нет;7,00;86
5276;ствол;1.16.030;Нет;7,00;86
5277;ствол;1.16.070;Нет;4,00;74
5278;ствол;1.16.050;Нет;7,00;74
5279;ствол;1.16.060;Нет;7,00;74
5280;ствол;1.16.071;Нет;7,00;86
5281;ствол;1.16.010;Нет;7,00;86
5282;ствол;1.16.011;Нет;7,00;86
5283;ствол;1.16.020;Нет;7,00;86
5284;ствол;1.16.061;Нет;7,00;86
5285;ствол;1.22.010;Нет;7,00;72
5286;ствол;1.22.020;Нет;7,00;72
5287;ствол;1.22.030;Нет;7,00;72
5288;ствол;1.22.200;Нет;7,00;72
5289;ствол;1.22.040;Нет;7,00;72
5290;кольцо;1.11.100;Нет;;0
5291;кольцо;1.11.200;Нет;;0
5292;кольцо;1.11.300;Нет;;0
5293;кольцо;1.15.100;Нет;4,00;14
5294;кольцо;1.15.200;Нет;4,00;14
5295;кольцо;1.15.300;Нет;4,00;14
5296;база;1.13.900;Нет;7,00;15
5297;база;1.13.300;Нет;7,00;15
5298;база;1.13.400;Нет;7,00;15
5299;база;1.13.800;Нет;7,00;15
5300;база;1.13.500;Нет;7,00;15
5301;база;1.13.100;Нет;7,00;15
5302;база;1.13.200;Нет;7,00;15
5303;база;1.13.700;Нет;7,00;15
5304;база;1.17.900;Нет;7,00;15
5305;база;1.17.300;Нет;7,00;15
5306;база;1.17.400;Нет;7,00;15
5307;база;1.17.100;Нет;7,00;15
5308;база;1.17.800;Нет;7,00;15
5309;база;1.17.500;Нет;7,00;15
5310;база;1.17.600;Нет;7,00;21
5311;база;1.17.700;Нет;7,00;15
5312;база;1.17.200;Нет;7,00;15
5313;база;1.23.100;Нет;7,00;21
5314;база;1.23.200;Нет;7,00;21
5315;база;1.23.300;Нет;7,00;21
5316;база;1.23.400;Нет;7,00;21
5317;база;1.23.500;Нет;7,00;21
5318;пьедестал;1.14.001;Нет;;19
5319;пьедестал;1.14.002;Нет;;19
5320;пьедестал;1.14.003;Нет;;19
5321;пьедестал;1.18.001;Нет;;19
5322;пьедестал;1.18.002;Нет;;19
5323;пьедестал;1.18.003;Нет;;19
5324;база;1.54.010;Нет;7,00;21
5325;обрамление арок;1.55.003;Нет;4,00;23
5326;обрамление арок;1.55.004;Нет;4,00;23
5327;обрамление арок;1.55.001;Нет;4,00;14
5328;замковый камень;1.55.005;Нет;4,00;14
5329;обрамление арок;1.55.002;Нет;4,00;14
5330;база;1.54.020;Нет;7,00;21
5331;боковой элемент;1.54.009;Нет;;9
5332;боковой элемент;1.54.019;Нет;;0
5333;квадрат;1.54.001;Нет;;8
5334;квадрат;1.54.002;Нет;;8
5335;наличник;1.54.003;Нет;4,00;38
5336;наличник;1.54.004;Нет;4,00;42
5337;элемент;1.54.008;Нет;;9
5338;элемент;1.54.006;Нет;;9
5339;элемент;1.54.005;Нет;;9
5340;элемент;1.54.007;Нет;;9
5341;элемент;1.54.012;Нет;;0
5342;элемент;1.54.011;Нет;;0
5343;ствол;1.12.011;Нет;7,00;0
5344;пилястра;1.20.301;Нет;;
5345;пилястра;1.20.302;Нет;;
5346;пилястра;1.20.303;Нет;;
5347;пилястра;1.20.201;Нет;;
5348;пилястра;1.20.202;Нет;;
5349;пилястра;1.20.101;Нет;;
5350;пилястра;1.20.102;Нет;;
5351;пилястра;1.20.001;Нет;;
5352;пилястра;1.20.002;Нет;;
5353;полуколонна;1.10.301;Нет;;
5354;полуколонна;1.10.302;Нет;;
5355;полуколонна;1.10.303;Нет;;
5356;полуколонна;1.10.304;Нет;;
5357;полуколонна;1.10.201;Нет;;
5358;полуколонна;1.10.202;Нет;;
