IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP163;IP_PROP164
4901;карниз;1.50.273;Нет;4;93
4902;карниз FLEX;1.50.114;Да;4;72,5
4903;карниз FLEX;1.50.115;Да;4;72,5
4904;карниз FLEX;1.50.116;Да;4;72,5
4905;карниз FLEX;1.50.117;Да;5;82,8
4906;карниз FLEX;1.50.118;Да;4;72,5
4907;карниз FLEX;1.50.119;Да;4;72,5
4908;карниз FLEX;1.50.120;Да;4;72,5
4909;карниз FLEX;1.50.121;Да;4;72,5
4910;карниз FLEX;1.50.122;Да;4;72,5
4911;карниз FLEX;1.50.100;Да;4;72,5
4912;карниз FLEX;1.50.102;Да;4;72,5
4913;карниз FLEX;1.50.103;Да;4;93
4914;карниз FLEX;1.50.104;Да;4;72,5
4915;карниз FLEX;1.50.105;Да;4;72,5
4916;карниз FLEX;1.50.106;Да;4;72,5
4917;карниз FLEX;1.50.107;Да;5;82,8
4918;карниз FLEX;1.50.109;Да;4;72,5
4919;карниз FLEX;1.50.110;Да;5;82,8
4920;карниз FLEX;1.50.111;Да;4;72,5
4921;карниз FLEX;1.50.112;Да;4;72,5
4922;карниз FLEX;1.50.113;Да;4;72,5
4923;карниз FLEX;1.50.123;Да;4;72,5
4924;карниз FLEX;1.50.124;Да;4;72,5
4925;карниз FLEX;1.50.125;Да;4;72,5
4926;карниз FLEX;1.50.126;Да;4;72,5
4927;карниз FLEX;1.50.127;Да;4;72,5
4928;карниз FLEX;1.50.128;Да;4;72,5
4929;карниз FLEX;1.50.129;Да;4;72,5
4930;карниз FLEX;1.50.130;Да;4;72,5
4931;карниз FLEX;1.50.131;Да;4;72,5
4932;карниз FLEX;1.50.132;Да;5;82,8
4933;карниз FLEX;1.50.133;Да;5;82,8
4934;карниз FLEX;1.50.134;Да;5;82,8
4935;карниз FLEX;1.50.135;Да;4;72,5
4936;карниз FLEX;1.50.136;Да;5;82,8
4937;карниз FLEX;1.50.137;Да;5;82,8
4938;карниз FLEX;1.50.138;Да;5;82,8
4939;карниз FLEX;1.50.139;Да;4;72,5
4940;карниз FLEX;1.50.140;Да;4;72,5
4941;карниз FLEX;1.50.141;Да;4;72,5
4942;карниз FLEX;1.50.142;Да;4;72,5
4943;карниз FLEX;1.50.143;Да;4;72,5
4944;карниз FLEX;1.50.144;Да;4;72,5
4945;карниз FLEX;1.50.145;Да;5;82,8
4946;карниз FLEX;1.50.146;Да;5;82,8
4947;карниз FLEX;1.50.147;Да;5;82,8
4948;карниз FLEX;1.50.148;Да;4;72,5
4949;карниз FLEX;1.50.149;Да;5;82,8
4950;карниз FLEX;1.50.150;Да;4;72,5
4951;карниз FLEX;1.50.151;Да;5;82,8
4952;карниз FLEX;1.50.152;Да;5;82,8
4953;карниз FLEX;1.50.153;Да;5;82,8
4954;карниз FLEX;1.50.154;Да;4;72,5
4955;карниз FLEX;1.50.155;Да;4;72,5
4956;карниз FLEX;1.50.156;Да;4;72,5
4957;карниз FLEX;1.50.157;Да;4;72,5
4958;карниз FLEX;1.50.158;Да;4;72,5
4959;карниз FLEX;1.50.159;Да;4;72,5
4960;карниз FLEX;1.50.160;Да;4;72,5
4961;карниз FLEX;1.50.162;Да;4;72,5
4962;карниз FLEX;1.50.163;Да;4;72,5
4963;карниз FLEX;1.50.164;Да;4;93
4964;карниз FLEX;1.50.165;Да;4;72,5
4965;карниз FLEX;1.50.166;Да;4;72,5
4966;карниз FLEX;1.50.168;Да;4;72,5
4967;карниз FLEX;1.50.169;Да;4;72,5
4968;карниз FLEX;1.50.170;Да;4;72,5
4969;карниз FLEX;1.50.171;Да;4;72,5
4970;карниз FLEX;1.50.172;Да;4;72,5
4971;карниз FLEX;1.50.173;Да;4;72,5
4972;карниз FLEX;1.50.174;Да;4;72,5
4973;карниз FLEX;1.50.175;Да;4;72,5
4974;карниз FLEX;1.50.176;Да;4;72,5
4975;карниз FLEX;1.50.177;Да;4;72,5
4976;карниз FLEX;1.50.180;Да;4;72,5
4977;карниз FLEX;1.50.181;Да;4;72,5
4978;карниз FLEX;1.50.182;Да;4;72,5
4979;карниз FLEX;1.50.183;Да;4;72,5
4980;карниз FLEX;1.50.184;Да;4;72,5
4981;карниз FLEX;1.50.185;Да;4;72,5
4982;карниз FLEX;1.50.186;Да;4;72,5
4983;карниз FLEX;1.50.187;Да;4;72,5
4984;карниз FLEX;1.50.188;Да;4;72,5
4985;карниз FLEX;1.50.190;Да;4;72,5
4986;карниз FLEX;1.50.191;Да;4;72,5
4987;карниз FLEX;1.50.192;Да;4;72,5
4988;карниз FLEX;1.50.193;Да;4;72,5
4989;карниз FLEX;1.50.194;Да;4;72,5
4990;карниз FLEX;1.50.195;Да;4;72,5
4991;карниз FLEX;1.50.197;Да;4;72,5
4992;карниз FLEX;1.50.200;Да;4;72,5
4993;карниз FLEX;1.50.202;Да;4;72,5
4994;карниз FLEX;1.50.203;Да;4;93
4995;карниз FLEX;1.50.209;Да;5;82,8
4996;карниз FLEX;1.50.210;Да;5;82,8
4997;карниз FLEX;1.50.220;Да;4;72,5
4998;карниз FLEX;1.50.221;Да;4;72,5
4999;карниз FLEX;1.50.222;Да;5;82,8
5000;карниз FLEX;1.50.250;Да;5;82,8
5001;карниз FLEX;1.50.251;Да;4;72,5
5002;карниз FLEX;1.50.252;Да;4;72,5
5003;карниз FLEX;1.50.253;Да;4;72,5
5004;карниз FLEX;1.50.254;Да;4;72,5
5005;карниз FLEX;1.50.255;Да;4;72,5
5006;карниз FLEX;1.50.256;Да;5;82,8
5007;карниз FLEX;1.50.257;Да;4;72,5
5008;карниз FLEX;1.50.258;Да;4;72,5
5009;карниз FLEX;1.50.259;Да;4;72,5
5010;карниз FLEX;1.50.260;Да;5;82,8
5011;карниз FLEX;1.50.261;Да;4;72,5
5012;карниз FLEX;1.50.262;Да;4;72,5
5013;карниз FLEX;1.50.264;Да;5;82,8
5014;карниз FLEX;1.50.265;Да;4;72,5
5015;карниз FLEX;1.50.266;Да;4;72,5
5016;карниз FLEX;1.50.267;Да;5;82,8
5017;карниз FLEX;1.50.268;Да;5;82,8
5018;карниз FLEX;1.50.269;Да;5;82,8
5019;карниз FLEX;1.50.270;Да;5;82,8
5020;молдинг;1.51.311;Нет;4;72,5
5021;молдинг;1.51.314;Нет;4;72,5
5022;молдинг;1.51.327;Нет;4;72,5
5023;молдинг;1.51.301;Нет;4;72,5
5024;молдинг;1.51.305;Нет;4;72,5
5025;молдинг;1.51.321;Нет;4;72,5
5026;молдинг;1.51.400;Нет;4;72,5
5027;молдинг;1.51.302;Нет;4;72,5
5028;молдинг;1.51.303;Нет;4;72,5
5029;молдинг;1.51.304;Нет;4;72,5
5030;молдинг;1.51.306;Нет;4;72,5
5031;молдинг;1.51.307;Нет;4;72,5
5032;молдинг;1.51.324;Нет;4;72,5
5033;молдинг;1.51.352;Нет;4;72,5
5034;молдинг;1.51.325;Нет;4;72,5
5035;молдинг;1.51.312;Нет;4;72,5
5036;молдинг;1.51.332;Нет;4;72,5
5037;молдинг;1.51.350;Нет;4;72,5
5038;молдинг;1.51.326;Нет;4;72,5
5039;молдинг;1.51.308;Нет;4;72,5
5040;молдинг;1.51.309;Нет;4;72,5
5041;молдинг;1.51.310;Нет;4;72,5
5042;молдинг;1.51.313;Нет;4;72,5
5043;молдинг;1.51.315;Нет;4;72,5
5044;молдинг;1.51.316;Нет;4;72,5
5045;молдинг;1.51.317;Нет;4;72,5
5046;молдинг;1.51.318;Нет;4;72,5
5047;молдинг;1.51.319;Нет;4;72,5
5048;молдинг;1.51.320;Нет;4;72,5
5049;молдинг;1.51.322;Нет;4;72,5
5050;молдинг;1.51.328;Нет;4;72,5
5051;молдинг;1.51.330;Нет;4;72,5
5052;молдинг;1.51.333;Нет;4;72,5
5053;молдинг;1.51.340;Нет;4;72,5
5054;молдинг;1.51.341;Нет;4;72,5
5055;молдинг;1.51.342;Нет;4;72,5
5056;молдинг;1.51.343;Нет;4;72,5
5057;молдинг;1.51.344;Нет;4;72,5
5058;молдинг;1.51.351;Нет;4;72,5
5059;молдинг;1.51.380;Нет;5;82,8
5060;молдинг;1.51.401;Нет;4;72,5
5061;молдинг;1.51.323;Нет;4;72,5
5062;молдинг;1.51.339;Нет;4;72,5
5063;молдинг;1.51.331;Нет;4;72,5
5064;молдинг;1.51.336;Нет;4;72,5
5065;молдинг;1.51.334;Нет;4;72,5
5066;молдинг;1.51.335;Нет;4;72,5
5067;молдинг;1.51.337;Нет;4;72,5
5068;молдинг;1.51.348;Нет;4;72,5
5069;молдинг;1.51.349;Нет;4;72,5
5070;молдинг;1.51.329;Нет;4;72,5
5071;молдинг;1.51.347;Нет;4;72,5
5072;молдинг;1.51.355;Нет;4;72,5
5073;молдинг;1.51.354;Нет;4;72,5
5074;молдинг FLEX;1.51.311;Да;4;72,5
5075;молдинг FLEX;1.51.314;Да;4;72,5
5076;молдинг FLEX;1.51.327;Да;4;72,5
5077;молдинг FLEX;1.51.301;Да;4;72,5
5078;молдинг FLEX;1.51.305;Да;4;72,5
5079;молдинг FLEX;1.51.321;Да;4;72,5
5080;молдинг FLEX;1.51.400;Да;4;72,5
5081;молдинг FLEX;1.51.302;Да;4;72,5
5082;молдинг FLEX;1.51.303;Да;4;72,5
5083;молдинг FLEX;1.51.304;Да;4;72,5
5084;молдинг FLEX;1.51.306;Да;4;72,5
5085;молдинг FLEX;1.51.307;Да;4;72,5
5086;молдинг FLEX;1.51.324;Да;4;72,5
5087;молдинг FLEX;1.51.352;Да;4;72,5
5088;молдинг FLEX;1.51.325;Да;4;72,5
5089;молдинг FLEX;1.51.312;Да;4;72,5
5090;молдинг FLEX;1.51.332;Да;4;72,5
5091;молдинг FLEX;1.51.350;Да;4;72,5
5092;молдинг FLEX;1.51.326;Да;4;72,5
5093;молдинг FLEX;1.51.308;Да;4;72,5
5094;молдинг FLEX;1.51.309;Да;4;72,5
5095;молдинг FLEX;1.51.310;Да;4;72,5
5096;молдинг FLEX;1.51.313;Да;4;72,5
5097;молдинг FLEX;1.51.315;Да;4;72,5
5098;молдинг FLEX;1.51.316;Да;4;72,5
5099;молдинг FLEX;1.51.317;Да;4;72,5
5100;молдинг FLEX;1.51.318;Да;4;72,5
5101;молдинг FLEX;1.51.319;Да;4;72,5
5102;молдинг FLEX;1.51.320;Да;4;72,5
5103;молдинг FLEX;1.51.322;Да;4;72,5
5104;молдинг FLEX;1.51.328;Да;4;72,5
5105;молдинг FLEX;1.51.330;Да;4;72,5
5106;молдинг FLEX;1.51.333;Да;4;72,5
5107;молдинг FLEX;1.51.340;Да;4;72,5
5108;молдинг FLEX;1.51.341;Да;4;72,5
5109;молдинг FLEX;1.51.342;Да;4;72,5
5110;молдинг FLEX;1.51.343;Да;4;72,5
5111;молдинг FLEX;1.51.344;Да;4;72,5
5112;молдинг FLEX;1.51.351;Да;4;72,5
5113;молдинг FLEX;1.51.380;Да;5;82,8
5114;молдинг FLEX;1.51.401;Да;4;72,5
5115;молдинг FLEX;1.51.323;Да;4;72,5
5116;молдинг FLEX;1.51.339;Да;4;72,5
5117;молдинг FLEX;1.51.331;Да;4;72,5
5118;молдинг FLEX;1.51.336;Да;4;72,5
5119;молдинг FLEX;1.51.334;Да;4;72,5
5120;молдинг FLEX;1.51.335;Да;4;72,5
5121;молдинг FLEX;1.51.337;Да;4;72,5
5122;молдинг FLEX;1.51.348;Да;4;72,5
5123;молдинг FLEX;1.51.349;Да;4;72,5
5124;молдинг FLEX;1.51.329;Да;4;72,5
5125;молдинг FLEX;1.51.347;Да;4;72,5
5126;молдинг FLEX;1.51.355;Да;4;72,5
5127;молдинг FLEX;1.51.354;Да;4;72,5
5128;плинтус;1.53.102;Нет;4;72,5
5129;плинтус;1.53.103;Нет;4;72,5
5130;плинтус;1.53.104;Нет;4;72,5
5131;плинтус;1.53.105;Нет;5;82,8
5132;плинтус;1.53.106;Нет;4;72,5
5133;плинтус;1.53.107;Нет;4;72,5
5134;плинтус;1.53.109;Нет;4;72,5
5135;плинтус;1.53.101;Нет;4;72,5
5136;плинтус FLEX;1.53.102;Да;4;72,5
5137;плинтус FLEX;1.53.103;Да;4;72,5
5138;плинтус FLEX;1.53.104;Да;4;72,5
5139;плинтус FLEX;1.53.105;Да;5;82,8
5140;плинтус FLEX;1.53.106;Да;4;72,5
5141;плинтус FLEX;1.53.107;Да;4;72,5
5142;плинтус FLEX;1.53.109;Да;4;72,5
5143;плинтус FLEX;1.53.101;Да;4;72,5
5144;угловой элемент;1.52.326;Нет;4;28
5145;угловой элемент;1.52.301;Нет;4;24
5146;угловой элемент;1.52.302;Нет;4;24
5147;угловой элемент;1.52.290;Нет;4;18,1
5148;угловой элемент;1.52.293;Нет;4;18,1
5149;угловой элемент;1.52.292;Нет;4;24
5150;угловой элемент;1.52.288;Нет;4;24
5151;угловой элемент;1.52.294;Нет;4;24
5152;угловой элемент;1.52.291;Нет;4;18,1
5153;угловой элемент;1.52.295;Нет;4;18,1
5154;угловой элемент;1.52.328;Нет;4;24
5155;угловой элемент;1.52.400;Нет;4;24
5156;угловой элемент;1.52.289;Нет;4;18,1
5157;угловой элемент;1.52.296;Нет;4;28
5158;угловой элемент;1.52.297;Нет;4;24
5159;угловой элемент;1.52.298;Нет;4;24
5160;угловой элемент;1.52.300;Нет;4;24
5161;угловой элемент;1.52.303;Нет;4;24
5162;угловой элемент;1.52.308;Нет;4;18,1
5163;угловой элемент;1.52.312;Нет;4;24
5164;угловой элемент;1.52.313;Нет;4;28
5165;угловой элемент;1.52.314;Нет;4;24
5166;угловой элемент;1.52.318;Нет;4;18,1
5167;кронштейн;1.19.001;Нет;;25
5168;кронштейн;1.19.137;Нет;;25
5169;кронштейн;1.19.002;Нет;;25
5170;кронштейн;1.19.005;Нет;;25
5171;кронштейн;1.19.003;Нет;;25
5172;кронштейн;1.19.004;Нет;;25
5173;кронштейн;1.19.006;Нет;;
5174;розетка;1.56.017;Нет;;15
5175;розетка;1.56.001;Нет;;17
5176;розетка;1.56.002;Нет;;15
5177;розетка;1.56.004;Нет;;15
5178;розетка;1.56.007;Нет;;15
5179;розетка;1.56.013;Нет;;15
5180;розетка;1.56.014;Нет;;15
5181;розетка;1.56.015;Нет;;15
5182;розетка;1.56.016;Нет;;15
5183;розетка;1.56.018;Нет;;17
5184;розетка;1.56.019;Нет;;15
5185;розетка;1.56.020;Нет;;15
5186;розетка;1.56.022;Нет;;17
5187;розетка;1.56.023;Нет;;17
5188;розетка;1.56.024;Нет;;17
5189;розетка;1.56.025;Нет;;18
5190;розетка;1.56.005;Нет;;15
5191;розетка;1.56.010;Нет;;15
5192;розетка;1.56.028;Нет;;17
5193;розетка;1.56.029;Нет;;19
5194;розетка;1.56.030;Нет;;15
5195;розетка;1.56.003;Нет;;15
5196;розетка;1.56.031;Нет;;17
5197;розетка;1.56.021;Нет;;15
5198;розетка;1.56.026;Нет;;17
5199;розетка;1.56.006;Нет;;15
5200;розетка;1.56.009;Нет;;15
5201;розетка;1.56.032;Нет;;15
5202;розетка;1.56.011;Нет;;15
5203;розетка;1.56.037;Нет;;
5204;розетка;1.56.034;Нет;;
5205;розетка;1.56.033;Нет;;
5206;розетка;1.56.038;Нет;;
5207;розетка;1.56.012;Нет;;
5208;розетка;1.56.027;Нет;;15
5209;розетка;1.56.039;Нет;;
5210;розетка;1.56.035;Нет;;
5211;розетка;1.56.042;Нет;;
5212;орнамент;1.60.114;Нет;;8,05
5213;орнамент;1.60.014;Нет;;8,05
5214;орнамент;1.60.011;Нет;;8,05
5215;орнамент;1.60.111;Нет;;8,05
5216;орнамент;1.60.007;Нет;;8,05
5217;орнамент;1.60.005;Нет;;8,05
5218;орнамент;1.60.012;Нет;;10
5219;орнамент;1.60.008;Нет;;8,05
5220;орнамент;1.60.010;Нет;;8,05
5221;орнамент;1.60.002;Нет;;8,05
5222;орнамент;1.60.003;Нет;;8,05
5223;орнамент;1.60.004;Нет;;8,05
5224;орнамент;1.60.006;Нет;;8,05
5225;орнамент;1.60.009;Нет;;8,05
5226;орнамент;1.60.015;Нет;;8,05
5227;орнамент;1.60.017;Нет;;8,05
5228;орнамент;1.60.018;Нет;;8,05
5229;орнамент;1.60.019;Нет;;10
5230;орнамент;1.60.108;Нет;;8,05
5231;орнамент;1.60.109;Нет;;8,05
5232;орнамент;1.60.110;Нет;;8,05
5233;орнамент;1.60.001;Нет;;8,05
5234;кессон;1.57.002;Нет;;48
5235;кессон;1.57.003;Нет;;48
5236;кессон;1.57.001;Нет;;48
5237;кессон;1.57.004;Нет;;50
5238;купол;1.58.001;Нет;;96
5239;капитель;1.11.001;Нет;7;40
5240;капитель;1.11.010;Нет;7;33
5241;капитель;1.11.003;Нет;7;40
5242;капитель;1.11.002;Нет;7;33
5243;капитель;1.11.004;Нет;7;40
5244;капитель;1.11.005;Нет;7;33
5245;капитель;1.11.006;Нет;;
5246;капитель;1.11.008;Нет;7;33
5247;капитель;1.11.009;Нет;7;33
5248;капитель;1.15.002;Нет;7;33
5249;капитель;1.15.003;Нет;7;40
5250;капитель;1.15.004;Нет;7;40
5251;капитель;1.15.005;Нет;7;33
5252;капитель;1.15.006;Нет;7;33
5253;капитель;1.15.008;Нет;7;33
5254;капитель;1.15.001;Нет;7;40
5255;капитель;1.15.009;Нет;7;33
5256;капитель;1.15.010;Нет;7;33
5257;капитель;1.21.003;Нет;7;33
5258;капитель;1.21.001;Нет;7;33
5259;капитель;1.21.002;Нет;7;40
5260;капитель;1.21.004;Нет;7;40
5261;капитель;1.21.005;Нет;7;40
5262;капитель;1.21.006;Нет;7;40
5263;капитель;1.21.007;Нет;7;33
5264;ствол;1.12.020;Нет;7;
5265;ствол;1.12.010;Нет;7;
5266;ствол;1.12.030;Нет;7;93,6
5267;ствол;1.12.050;Нет;7;97.4
5268;ствол;1.12.060;Нет;7;77,4
5269;ствол;1.12.061;Нет;7;93,6
5270;ствол;1.12.080;Нет;7;90
5271;ствол;1.12.081;Нет;7;90
5272;ствол;1.12.070;Нет;7;90
5273;ствол;1.12.071;Нет;7;90
5274;ствол;1.16.080;Нет;7;77,4
5275;ствол;1.16.081;Нет;7;93,6
5276;ствол;1.16.030;Нет;7;93,6
5277;ствол;1.16.070;Нет;7;77,4
5278;ствол;1.16.050;Нет;7;77,4
5279;ствол;1.16.060;Нет;7;77,4
5280;ствол;1.16.071;Нет;7;93,6
5281;ствол;1.16.010;Нет;7;93,6
5282;ствол;1.16.011;Нет;;
5283;ствол;1.16.020;Нет;7;93,6
5284;ствол;1.16.061;Нет;7;93,6
5285;ствол;1.22.010;Нет;7;75,6
5286;ствол;1.22.020;Нет;7;75,6
5287;ствол;1.22.030;Нет;7;75,6
5288;ствол;1.22.200;Нет;7;75,6
5289;ствол;1.22.040;Нет;7;75,6
5290;кольцо;1.11.100;Нет;;
5291;кольцо;1.11.200;Нет;;
5292;кольцо;1.11.300;Нет;;
5293;кольцо;1.15.100;Нет;;
5294;кольцо;1.15.200;Нет;;
5295;кольцо;1.15.300;Нет;;
5296;база;1.13.900;Нет;7;20
5297;база;1.13.300;Нет;7;20
5298;база;1.13.400;Нет;7;20
5299;база;1.13.800;Нет;7;20
5300;база;1.13.500;Нет;7;20
5301;база;1.13.100;Нет;7;20
5302;база;1.13.200;Нет;7;20
5303;база;1.13.700;Нет;7;20
5304;база;1.17.900;Нет;7;20
5305;база;1.17.300;Нет;7;20
5306;база;1.17.400;Нет;7;20
5307;база;1.17.100;Нет;7;20
5308;база;1.17.800;Нет;7;20
5309;база;1.17.500;Нет;7;20
5310;база;1.17.600;Нет;7;28
5311;база;1.17.700;Нет;7;20
5312;база;1.17.200;Нет;7;20
5313;база;1.23.100;Нет;7;28
5314;база;1.23.200;Нет;7;28
5315;база;1.23.300;Нет;7;28
5316;база;1.23.400;Нет;7;28
5317;база;1.23.500;Нет;7;28
5318;пьедестал;1.14.001;Нет;;25
5319;пьедестал;1.14.002;Нет;;25
5320;пьедестал;1.14.003;Нет;;25
5321;пьедестал;1.18.001;Нет;;25
5322;пьедестал;1.18.002;Нет;;25
5323;пьедестал;1.18.003;Нет;;25
5324;база;1.54.010;Нет;7;28
5325;обрамление арок;1.55.003;Нет;4;30
5326;обрамление арок;1.55.004;Нет;4;30
5327;обрамление арок;1.55.001;Нет;4;18
5328;замковый камень;1.55.005;Нет;4;18
5329;обрамление арок;1.55.002;Нет;4;18
5330;база;1.54.020;Нет;7;28
5331;боковой элемент;1.54.009;Нет;;11
5332;боковой элемент;1.54.019;Нет;;11
5333;квадрат;1.54.001;Нет;;
5334;квадрат;1.54.002;Нет;;
5335;наличник;1.54.003;Нет;4;30
5336;наличник;1.54.004;Нет;4;36
5337;элемент;1.54.008;Нет;;11
5338;элемент;1.54.006;Нет;;11
5339;элемент;1.54.005;Нет;;11
5340;элемент;1.54.007;Нет;;11
5341;элемент;1.54.012;Нет;;11
5342;элемент;1.54.011;Нет;;11
5343;ствол;1.12.011;Нет;7;113,6
5344;пилястра;1.20.301;Нет;;
5345;пилястра;1.20.302;Нет;;
5346;пилястра;1.20.303;Нет;;
5347;пилястра;1.20.201;Нет;;
5348;пилястра;1.20.202;Нет;;
5349;пилястра;1.20.101;Нет;;
5350;пилястра;1.20.102;Нет;;
5351;пилястра;1.20.001;Нет;;
5352;пилястра;1.20.002;Нет;;
5353;полуколонна;1.10.301;Нет;;
5354;полуколонна;1.10.302;Нет;;
5355;полуколонна;1.10.303;Нет;;
5356;полуколонна;1.10.304;Нет;;
5357;полуколонна;1.10.201;Нет;;
5358;полуколонна;1.10.202;Нет;;
5359;полуколонна;1.10.203;Нет;;
5360;полуколонна;1.10.204;Нет;;
5361;полуколонна;1.10.205;Нет;;
5362;полуколонна;1.10.206;Нет;;
5363;полуколонна;1.10.207;Нет;;
5364;полуколонна;1.10.208;Нет;;
5365;полуколонна;1.10.209;Нет;;
5366;полуколонна;1.10.210;Нет;;
