IE_XML_ID;IE_NAME;IP_PROP360;IP_PROP373
43588;336;[HTML]Добрый день. Меня зовут Елена.-Студия инерьерного дизайна в Балаково Саратовской обл.<br/><br/>Уточните работаете ли с дизайнерами и на каких условиях. занимаемся комплектацией своих объектов.<br/><br/> В данный моментунас проект: Ресторан. в классическом стиле.  Планируем использовать лепнину. Европласт;Другое
43601;337;[HTML] Галина, уточните пожалуйста. розничные цены  у Вас и в Саратове одинаковые.;Другое
43629;338;[HTML]Добрый день,<br/>Вам пишет Нериюс из Америки,предстовляю строителную компаию,  меня интересует Молдинги.<br/><br/>Пристиог фаил с ресунком  - можете таких зделать?<br/>Если можете пришлите каталог вашеи продукции. <br/><br/>напишите цены ? ( на доларах)<br/><br/>буду ждать ответа <br/><br/>Нериюс <br/><br/>;Другое
43681;339;[HTML]как пересчитать погонные метры в штуки это по молдингу 1.50.160;Другое
43686;340;[HTML]Здравствуйте,<br/><br/>Возможно ли применять ваш фасадный декор на каркасном доме, облицованном деревянной имитацией бруса?<br/><br/>Как в таком случае будет крепится венчающий карниз?<br/><br/>Спасибо;Монтаж изделий
43806;341;[HTML]Добрый день! Подскажите,возможен ли демонтаж панелей с дальнейшим использованием их же? спасибо!;Монтаж изделий
43807;342;[HTML]Здравствуйте! С праздником! Я с города Актау, казахстан. Занимаюсь продажей ламинатов, паркетов, дверей, ручек и т.д.  Пишу по поводу сотрудничества/ оптовый закуп. В каких городах есть ваши дилеры в Казахстане? Спасибо. Жду ответа, предложений.;Претензии и вопросы по заказам и сервису
43810;342;[HTML]Здравствуйте! С праздником! Я с города Актау, казахстан. Занимаюсь продажей ламинатов, паркетов, дверей, ручек и т.д.  Пишу по поводу сотрудничества/ оптовый закуп. В каких городах есть ваши дилеры в Казахстане? Спасибо. Жду ответа, предложений.;Работа магазинов
43827;343;[HTML] Заказ №06970 изменен карниз 1.50.258-5шт<br/>карниз 1.50.257-2шт<br/>карниз 1.50.226-6шт<br/>;Другое
43882;344;[HTML] Здравствуйте! <br/>Выполняет ли  ваше производство заказы по эскизам заказчика, в частности изготовить плинтус из полиуретана?;Другое
43937;345;[HTML]Сотрудничество с Вашей компанией .;Ассортимент и уточнение по размерам
43938;345;[HTML]Сотрудничество с Вашей компанией .;Работа магазинов
43944;346;[HTML]Здравствуйте! Это тестовый вопрос для проверки функционала. Отвечать не надо.<br/>https://evroplast.ru/question_service/;Монтаж изделий
43957;348;[HTML]подскажите пожалуйста углы(1.52.322 ) подходят для молдинга(1.51.322 );Монтаж изделий
43975;349;[HTML]здравствуйте. карниз 1.50.108 крепится под натяжной потолок?;Монтаж изделий
43999;350;"[HTML]Доброе утро. Интересуют декоротивные панели белого цвета для отделки потолка, под рисунок стен ""дамаск"" но не тонкие панели, чтобы не просвечивали, толщиной 3-5 мм. Что можите предложить? Рисунок верхний правый угол.";Ассортимент и уточнение по размерам
44006;351;[HTML]По срокам доставки декоративного декора;Претензии и вопросы по заказам и сервису
44011;351;[HTML]По срокам доставки декоративного декора;Работа магазинов
44047;353;[HTML]Добрый вечер,вы сотрудничаете с архитекторами и дизайнерами?;Другое
44083;354;[HTML]Тест Вопрос от разработки, после тотального обновления ПО, просьба не реагировать. https://evroplast.ru/question_service/;Другое
44102;355;[HTML]Здравствуйте, мы приобретали у вашего дилера в Южно-Сахалинске элементы фасадного декора, сертификаты нам предоставили, а вот заключение  о соответствии объекта защиты установленным требованиям пожарной безопасности путём независимой оценки пожарного риска предоставили не в полном объёме, в нём не хватает двух приложений 1. т/у на изделие из жесткого формованного пенополиуретана. 2.протокол огневых испытаний. У нас был в проекте другой материал, и сейчас мы не можем сдать объект, заказчик требует полный пакет документов. Огромная просьба отправить на электронную почту не достающие приложения, счёт фактура в приложении. СПАСИБО, надеемся на понимание. ;Другое
44114;356;[HTML]Добрый день!<br/>Хотелось бы узнать условия сотрудничества как дилеров в городе Сочи.<br/>Спасибо!;Другое
44162;357;[HTML]Добрый день! Подскажите пожалуйста как крепить плинтус 1.50.226 ? Ваша инструкция именно к этому плинтусу не подходит.;Монтаж изделий
44172;358;[HTML]Добрый день! У строители не знают как  крепить карниз 1.50.226. Инструкция на сайте не подходит к данному карнизу. Поэтому прошу выслать инструкцию по монтажу для конкретного карниза - 1.50.226. Заранее спасибо!;Монтаж изделий
44187;359;[HTML]Добрый день, можно условия сотрудничества.;Другое
44234;360;[HTML]Вот хочу спросить, почему nginx редиректит в експлорере по протоколу http и 443 порту одновременно без завершающего слеша в линке? https://evroplast.ru/mounting/ хочу об этом поговорить с разработкой;Другое
44340;361;[HTML]Добрый день! <br/>У вас есть представительство в Украине, Харьков?<br/>Интересует покупка и монтаж изделий на частный дом.;Монтаж изделий
44349;361;[HTML]Добрый день! <br/>У вас есть представительство в Украине, Харьков?<br/>Интересует покупка и монтаж изделий на частный дом.;Другое
44352;362;[HTML] Добрый день! Я дизайнер, мне нужна 3dмодель камина 1.64.100. Как ее получить?;Другое
44378;363;[HTML]Доброго времени суток! Подскажите пожалуйста, 3D панели, материал полиуретан, или гипс?;Свойства изделий
44414;364;[HTML]Добрый день, <br/>подскажите ваших представителей во пскове;Работа магазинов
44458;365;[HTML]Добрый вечер!<br/>Необходим молдинг по типу 1.51.327<br/>Можно ли заказать такой молдинг, но увеличенный по высоте до 160-170 мм?<br/>Если нет, возможно ли наклеить два молдинга такого типа, один поверх другого?;Монтаж изделий
44466;366;[HTML]Мне будут делать обрамление арок на фасаде коттеджа вашим гибким уголком 1.50.257. Какой клей я должна приобрести строителям: для приклеивания этого арочного уголка к фасаду и стыковочный клей, с учетом работы на улице (морозов..)? Следует ли дополнительно крепить саморезами. У строителей нет опыта работы таким материалом и они просят уточнить у производителя. Нет ли инструкции по монтажу именно гибкого арочного профиля?;Монтаж изделий
44490;367;[HTML]какой внутренний диаметр  4.75.101?;Ассортимент и уточнение по размерам
44555;368;[HTML]Интересует стоимость изделий на фасад;Другое
44556;369;[HTML]можете ли обсчитать предварительно стоимость лепнины по эскизу?;Другое
44561;370;[HTML]Добрый день, интересует <br/>https://evroplast.ru/catalogue/interernyj-dekor/kaminy/1-64-100  можно ли его по высоте ниже сделать, тоесть подрезать стойки эти https://evroplast.ru/catalogue/interernyj-dekor/elementy-kamina/1-64-005-1;Ассортимент и уточнение по размерам
44562;370;[HTML]Добрый день, интересует <br/>https://evroplast.ru/catalogue/interernyj-dekor/kaminy/1-64-100  можно ли его по высоте ниже сделать, тоесть подрезать стойки эти https://evroplast.ru/catalogue/interernyj-dekor/elementy-kamina/1-64-005-1;Монтаж изделий
44737;371;[HTML]Здравствуйте! Подскажите пожалуйста по артикулу молдинг 1.51.354.  У него сверху плоскость горизонтальная или наклонная? Судя по проекции на фото, та плоскость, которая равна 26мм, будет расположена не горизонтально.  Для нас это имеет значение, т.к. планируем этот молдинг использовать в качестве потолочного плитнуса;Ассортимент и уточнение по размерам
44851;372;[HTML]Добрый день! На одном объекте необходимо смонтировать изделия из полиуретана с размерами: 3000х100х71х71мм. при этом данные изделия необходимо окрасить по всей длине по полкам (71мм) в Ral 9010 водостойкой матовой краской(115шт) Ral 1485 (155шт) водостойкой глянцевой краской. Сможете помочь в изготовлении?;Другое
44853;372;[HTML]Добрый день! На одном объекте необходимо смонтировать изделия из полиуретана с размерами: 3000х100х71х71мм. при этом данные изделия необходимо окрасить по всей длине по полкам (71мм) в Ral 9010 водостойкой матовой краской(115шт) Ral 1485 (155шт) водостойкой глянцевой краской. Сможете помочь в изготовлении?;Монтаж изделий
44893;373;[HTML]класс пожарной опасности напольных плинтусов? чем красить;Свойства изделий
44894;374;[HTML]добрый день, меня интересует в чем отличие фасадной пенополиуретановой продукции от интерьерной, и какой фасадной краской рекомендуете красить фасадный декор из пенополиуретана?<br/> ;Монтаж изделий
45025;376;[HTML]1.50.208 карниз идет с подсветкой?<br/>;Ассортимент и уточнение по размерам
45051;377;[HTML]Через сколько см идет повтор рисунка на карнизе 1.50.167?;Свойства изделий
45053;378;[HTML]Добрый день, подскажите пжл. почему у вас на сайте отсутствует плинтус 6.53.103  и чем он отличается от 1.53.103 ?;Ассортимент и уточнение по размерам
45058;379;[HTML]Добрый день!<br/>интересует плинтус, артикул 6.53.101, 250 штук, цена со скидкой на такой объем.;Ассортимент и уточнение по размерам
45062;379;[HTML]Добрый день!<br/>интересует плинтус, артикул 6.53.101, 250 штук, цена со скидкой на такой объем.;Работа магазинов
45084;380;[HTML]добрый день! открываем магазин хотели бы продавать вашу продукцию...  Можете отправить  ваше коммерческое предложение на эл. почту...;Другое
45142;381;[HTML]Добрый день. Подскажите, пожалуйста, есть ли у вас доставка? ;Другое
45178;382;[HTML]Добрый день! Можно ли вызвать замерщика/менеджера с образцами или взять образцы на объект чтобы определиться с моделью? У заказчика сложные перепады потолка и стен, решение нужно находить на месте.<br/>Москва, Мосфильмовская.;Ассортимент и уточнение по размерам
45194;382;[HTML]Добрый день! Можно ли вызвать замерщика/менеджера с образцами или взять образцы на объект чтобы определиться с моделью? У заказчика сложные перепады потолка и стен, решение нужно находить на месте.<br/>Москва, Мосфильмовская.;Работа магазинов
45205;383;[HTML]Здравствуйте нас интересуют оптовые поставки ;Другое
45210;385;[HTML]Добрый день!<br/>Подскажите стоимость балясин высотой 730мм шириной 120мм. Нам необходимо 200 шт. Находимся в г. Севастополь. спасибо. Ждем;Другое
45211;385;[HTML]Добрый день!<br/>Подскажите стоимость балясин высотой 730мм шириной 120мм. Нам необходимо 200 шт. Находимся в г. Севастополь. спасибо. Ждем;Претензии и вопросы по заказам и сервису
45260;386;[HTML]Добрый день. Нужно обрамление входной двери  высотой 2,10 м и шириной 95 см. с карнизом. подскажите где искать и стоимость полотна. Спасибо. очень ждем.;Ассортимент и уточнение по размерам
45267;387;[HTML]1.53.108  115.м.п. есть?<br/> на что клеить, клей для стуков , спец шпатлевка к ним идёт?<br/><br/>где заказать?;Ассортимент и уточнение по размерам
45269;387;[HTML]1.53.108  115.м.п. есть?<br/> на что клеить, клей для стуков , спец шпатлевка к ним идёт?<br/><br/>где заказать?;Работа магазинов
45306;388;[HTML]Здравствуйте! я Архитектор) и хотел поблагодарить Вас за предоставления 3d моделей для макса и автокада. единственная  просьба) а как можно получить 2d  модели в автокаде?));Другое
45307;389;[HTML]у меня магазин декора и поэтому меня интересует оптовая цена на кессоны;Другое
45309;390;[HTML]Добрый день! работаете ли вы по чертежам? ;Другое
45332;391;[HTML]Добрый день,хотели бы заказать фасадный декор на дом, сейчас стоит задача посчитать количество и понять что нужно заказывать, подскажите, вы могли бы нам в этом помочь?<br/>Прикрепляю файл с проектом.;Ассортимент и уточнение по размерам
45333;391;[HTML]Добрый день,хотели бы заказать фасадный декор на дом, сейчас стоит задача посчитать количество и понять что нужно заказывать, подскажите, вы могли бы нам в этом помочь?<br/>Прикрепляю файл с проектом.;Работа магазинов
45382;392;[HTML]Добрый день..Нас нужно красить прочный европласт. Никак не можем подбирать краска, не хочу красить балясино и болустрада.Почему красить?  У миня балкон полукругом,нарезал приклеил шпаклевал  асталос красить,помещение находиться влажный зоне по этому хочу нормальный краска и чтобы не отличался балясино от порочный.подскажите какой У вас красками красица или можно у вас заказать. Спасибо ;Другое
45392;393;[HTML]изделие деформировалось, прогнулось и теперь его нельзя приклеить к стене, можно ли это как-то исправить?<br/>;Свойства изделий
45439;392;[HTML]Добрый день..Нас нужно красить прочный европласт. Никак не можем подбирать краска, не хочу красить балясино и болустрада.Почему красить?  У миня балкон полукругом,нарезал приклеил шпаклевал  асталос красить,помещение находиться влажный зоне по этому хочу нормальный краска и чтобы не отличался балясино от порочный.подскажите какой У вас красками красица или можно у вас заказать. Спасибо ;Монтаж изделий
45441;394;[HTML]Здравтвуйте! Нам необходима полубалясина. Высотой 900мм, ширина 150мм.<br/>92 шт. Или что то похожее. Заранее благодарю.;Ассортимент и уточнение по размерам
45444;393;[HTML]изделие деформировалось, прогнулось и теперь его нельзя приклеить к стене, можно ли это как-то исправить?<br/>;Претензии и вопросы по заказам и сервису
45445;393;[HTML]изделие деформировалось, прогнулось и теперь его нельзя приклеить к стене, можно ли это как-то исправить?<br/>;Монтаж изделий
45462;395;[HTML]Счет на оплату №ХД40001945 от 01 июня 2018<br/><br/>Когда привезут?;Претензии и вопросы по заказам и сервису
45463;395;[HTML]Счет на оплату №ХД40001945 от 01 июня 2018<br/><br/>Когда привезут?;Работа магазинов
45550;400;[HTML]добрый день) можно ли использовать 1.50.121 в качестве светового?;Свойства изделий
45552;400;[HTML]добрый день) можно ли использовать 1.50.121 в качестве светового?;Монтаж изделий
45615;401;[HTML]Здравствуйте,возможна ли доставка ваших товаров в Морокко?;Другое
45634;402;[HTML]Добрый день! Меня зовут Архипова Елена, я занимаюсь дизайном интерьера. Подскажите, пожалуйста, сотрудничаете ли вы с дизайнерами? если да, то на каких условиях?;Другое
45638;403;[HTML]Посмотрел инструкцию по креплению светового карниза. <br/>1. Саморезы нужно прям серьезно с дюбелями ставить или достаточно, чтобы они в штукатурный слой вошли?<br/>2. Можно ли монтировать плинтус и карниз на обои?;Монтаж изделий
45678;404;[HTML]Добрый день! У вас есть в продаже гибкий напольный плинтус 6 м. Где можно купить? Цвет беленый дуб или совсем белый.;Другое
45828;405;[HTML]Добрый день. Меня интересует есть ли в наличии Плинтус 1.53.102  - 100кв.м;Другое
45880;406;[HTML]Добрый день!<br/>Подскажите, куда обратиться для заключения договора сотрудничества? Какие необходимы документы?<br/><br/>С Уважением,<br/>дизайнер интерьеров<br/>Елена Вербицкая<br/>;Другое
45905;407;[HTML]Элементы 4.31.302, 4.33.301 и 4.34.301 могут быть в гибком виде?;Ассортимент и уточнение по размерам
45918;408;[HTML]В наличии есть пилястры шириной 96мм и сандрики арт. 1.63.001?;Ассортимент и уточнение по размерам
45931;408;[HTML]В наличии есть пилястры шириной 96мм и сандрики арт. 1.63.001?;Работа магазинов
45935;409;[HTML]добрый день. Скажите пож-та как работают ваши точки продаж в Уфе? уже в который раз я приезжаю на ВДНХ или на ХБК и никогда не могу застать продавцов? на телефон который указан на мете продаж не отвечает... непонятно... очень проблематично приобрести вашу продукцию...;Работа магазинов
45959;410;[HTML]Здравствуйте. Скажите пожалуйста, есть ли в продаже в г. Владивостоке Ваша фирменная продукция? Если нет, то сколько стоит доставка во Владивосток. Например, 9 карнизов 1.50.159 и 8 плинтусов 1.53.111;Работа магазинов
45960;411;[HTML]Добрый день. Вы занимаетесь изготовлением фасадного декора. На частный дом на улицу колонны? Делаете в Вологде или привозите на заказ?;Ассортимент и уточнение по размерам
45961;411;[HTML]Добрый день. Вы занимаетесь изготовлением фасадного декора. На частный дом на улицу колонны? Делаете в Вологде или привозите на заказ?;Работа магазинов
46081;412;[HTML]1.53.111 из композита есть? Если да, то что за цена на него?;Ассортимент и уточнение по размерам
46119;413;"[HTML]Здравствуйте ! Я Инвалид 2й. гр. проживаю с 2мя пенсионерами ! ,Нам Подарили Прекрасные Фото -Обои  "" Окно "" , Но при оклейке мы не справились с углами ,(Обои -был цельный большой лист , и он как то странно себя повел при оклейке , воопщем все углы у нас замятые !((,) , Единственный выход я вижу сверху приклеить что то на подобии ""Молдинга "" , но ширина должна быть около 8.5-9 см.  длинной 120 см. на 190  см. , Ну и естественно посимпатичней хочется ! . Однако Я хочу обратиться сразу с вопросом Могу ли Вас попросить Вас помочь нам в этой трудной ситуации , Я же понимаю (примерно ) сколько это стоит ! У Нас таких денег просто нет !(, Если бы вы смогли Изыскать возможность (возможно в виде рекламы ) или по Доброте Душевной ! то мы Были бы признательны Вам До Глубины Души ! С Уважением к Вам Евгений Шкредов ! Ждем вашего ответа с Надеждой на Вашу Доброту и Понимание !";Другое
46121;413;"[HTML]Здравствуйте ! Я Инвалид 2й. гр. проживаю с 2мя пенсионерами ! ,Нам Подарили Прекрасные Фото -Обои  "" Окно "" , Но при оклейке мы не справились с углами ,(Обои -был цельный большой лист , и он как то странно себя повел при оклейке , воопщем все углы у нас замятые !((,) , Единственный выход я вижу сверху приклеить что то на подобии ""Молдинга "" , но ширина должна быть около 8.5-9 см.  длинной 120 см. на 190  см. , Ну и естественно посимпатичней хочется ! . Однако Я хочу обратиться сразу с вопросом Могу ли Вас попросить Вас помочь нам в этой трудной ситуации , Я же понимаю (примерно ) сколько это стоит ! У Нас таких денег просто нет !(, Если бы вы смогли Изыскать возможность (возможно в виде рекламы ) или по Доброте Душевной ! то мы Были бы признательны Вам До Глубины Души ! С Уважением к Вам Евгений Шкредов ! Ждем вашего ответа с Надеждой на Вашу Доброту и Понимание !";Другое
46135;416;[HTML]Сколько будет стоить монтаж карниза в комнате (размер 3,16*5,92)?;Монтаж изделий
46166;417;"[HTML]Здравствуйте, у нас в Сочи есть интернет магазин строительных материалов и своя ремонтная фирма, раньше Мы закупали вашу продукцию в Краснодаре у вашего дилера с хорошей скидкой,""лепные декоры"", сейчас как мы поняли, они больше не являются поставщиками? кто то вместо них? и как сделать так чтобы у нас вновь была скидка у ваших новых дилеров???";Другое
46172;418;[HTML]Здравствуйте.  Возможно ли получить заказ на 10 тыс руб с доставкой на дом , р-н Новопеределкино. Если да, какая стоимость доставки ?;Другое
46279;419;[HTML]Добрый день.<br/>Подскажите, пожалуйста, какие потолочные молдинги из вашего ассортимента подходят для натяжного потолка?;Монтаж изделий
46280;419;[HTML]Добрый день.<br/>Подскажите, пожалуйста, какие потолочные молдинги из вашего ассортимента подходят для натяжного потолка?;Ассортимент и уточнение по размерам
46300;420;[HTML]Доброе утро. Меня интересует возможность обработки материала, резка шлифовка и т.п.;Монтаж изделий
46345;421;[HTML]Добрый день! Мне для интернет-магазина нужна ссылка (yml, xml, или csv) для выгрузки всей коллекции на сайт с картинками, ценами и описаниями. Местный представитель посоветовал обратиться по этому вопросу к вам.;Ассортимент и уточнение по размерам
46346;421;[HTML]Добрый день! Мне для интернет-магазина нужна ссылка (yml, xml, или csv) для выгрузки всей коллекции на сайт с картинками, ценами и описаниями. Местный представитель посоветовал обратиться по этому вопросу к вам.;Ассортимент и уточнение по размерам
46381;422;[HTML]Здравствуйте, чем отличаются Плинтус Европласт 1.53.102 от 6.53.102;Свойства изделий
46384;421;[HTML]Добрый день! Мне для интернет-магазина нужна ссылка (yml, xml, или csv) для выгрузки всей коллекции на сайт с картинками, ценами и описаниями. Местный представитель посоветовал обратиться по этому вопросу к вам.;Ассортимент и уточнение по размерам
