IE_XML_ID;IE_NAME;IP_PROP142;IP_PROP157;IP_PROP253
4904;карниз FLEX;1.50.116;Да;15690
4905;карниз FLEX;1.50.117;Да;16500
4906;карниз FLEX;1.50.118;Да;17396
4907;карниз FLEX;1.50.119;Да;8564
4908;карниз FLEX;1.50.120;Да;17876
4909;карниз FLEX;1.50.121;Да;8384
4910;карниз FLEX;1.50.122;Да;5508
4911;карниз FLEX;1.50.100;Да;7738
4912;карниз FLEX;1.50.102;Да;6138
4913;карниз FLEX;1.50.103;Да;6168
4914;карниз FLEX;1.50.104;Да;15240
4915;карниз FLEX;1.50.105;Да;7516
4916;карниз FLEX;1.50.106;Да;8114
4917;карниз FLEX;1.50.107;Да;16050
4918;карниз FLEX;1.50.109;Да;17396
4919;карниз FLEX;1.50.110;Да;19704
4920;карниз FLEX;1.50.111;Да;16140
4921;карниз FLEX;1.50.112;Да;7996
4922;карниз FLEX;1.50.113;Да;8474
4923;карниз FLEX;1.50.123;Да;5688
4924;карниз FLEX;1.50.124;Да;14554
4925;карниз FLEX;1.50.125;Да;11948
4926;карниз FLEX;1.50.126;Да;8384
4927;карниз FLEX;1.50.127;Да;8114
4928;карниз FLEX;1.50.128;Да;14222
4929;карниз FLEX;1.50.129;Да;8206
4930;карниз FLEX;1.50.130;Да;5750
4931;карниз FLEX;1.50.131;Да;13984
4932;карниз FLEX;1.50.132;Да;20872
4933;карниз FLEX;1.50.133;Да;14222
4934;карниз FLEX;1.50.134;Да;20154
4935;карниз FLEX;1.50.135;Да;14672
4936;карниз FLEX;1.50.136;Да;16290
4937;карниз FLEX;1.50.137;Да;21322
4938;карниз FLEX;1.50.138;Да;17876
4939;карниз FLEX;1.50.139;Да;13834
4940;карниз FLEX;1.50.140;Да;7966
4941;карниз FLEX;1.50.141;Да;7966
4942;карниз FLEX;1.50.142;Да;17876
4943;карниз FLEX;1.50.143;Да;7846
4944;карниз FLEX;1.50.144;Да;8564
4945;карниз FLEX;1.50.145;Да;22698
4946;карниз FLEX;1.50.146;Да;14462
4947;карниз FLEX;1.50.147;Да;17876
4948;карниз FLEX;1.50.148;Да;15210
4949;карниз FLEX;1.50.149;Да;23605
4950;карниз FLEX;1.50.150;Да;5868
4951;карниз FLEX;1.50.151;Да;23026
4952;карниз FLEX;1.50.152;Да;23026
4953;карниз FLEX;1.50.153;Да;23026
4954;карниз FLEX;1.50.154;Да;5360
4955;карниз FLEX;1.50.155;Да;5330
4956;карниз FLEX;1.50.156;Да;5898
4957;карниз FLEX;1.50.157;Да;5478
4958;карниз FLEX;1.50.158;Да;5540
4959;карниз FLEX;1.50.159;Да;5688
4960;карниз FLEX;1.50.160;Да;7516
4961;карниз FLEX;1.50.162;Да;7846
4962;карниз FLEX;1.50.163;Да;15004
4963;карниз FLEX;1.50.164;Да;16500
4964;карниз FLEX;1.50.165;Да;7846
4965;карниз FLEX;1.50.166;Да;15900
4966;карниз FLEX;1.50.168;Да;16140
4967;карниз FLEX;1.50.169;Да;15210
4968;карниз FLEX;1.50.170;Да;8652
4969;карниз FLEX;1.50.171;Да;5660
4970;карниз FLEX;1.50.172;Да;5868
4971;карниз FLEX;1.50.173;Да;5898
4972;карниз FLEX;1.50.174;Да;6020
4973;карниз FLEX;1.50.175;Да;16050
4974;карниз FLEX;1.50.176;Да;14672
4975;карниз FLEX;1.50.177;Да;8744
4976;карниз FLEX;1.50.180;Да;14882
4977;карниз FLEX;1.50.181;Да;8384
4978;карниз FLEX;1.50.182;Да;8264
4979;карниз FLEX;1.50.183;Да;8954
4980;карниз FLEX;1.50.184;Да;8954
4981;карниз FLEX;1.50.185;Да;15690
4982;карниз FLEX;1.50.186;Да;8954
4983;карниз FLEX;1.50.187;Да;7966
4984;карниз FLEX;1.50.188;Да;7966
4985;карниз FLEX;1.50.190;Да;5990
4986;карниз FLEX;1.50.191;Да;5840
4987;карниз FLEX;1.50.192;Да;8114
4988;карниз FLEX;1.50.193;Да;8354
4989;карниз FLEX;1.50.194;Да;7726
4990;карниз FLEX;1.50.195;Да;8384
4991;карниз FLEX;1.50.197;Да;8954
4992;карниз FLEX;1.50.200;Да;7966
4993;карниз FLEX;1.50.202;Да;14314
4994;карниз FLEX;1.50.203;Да;16140
4995;карниз FLEX;1.50.209;Да;18566
4996;карниз FLEX;1.50.210;Да;19402
4997;карниз FLEX;1.50.220;Да;17190
4998;карниз FLEX;1.50.221;Да;20154
4999;карниз FLEX;1.50.222;Да;22218
5000;карниз FLEX;1.50.250;Да;14764
5001;карниз FLEX;1.50.251;Да;5630
5002;карниз FLEX;1.50.252;Да;16950
5003;карниз FLEX;1.50.253;Да;8384
5004;карниз FLEX;1.50.254;Да;12666
5005;карниз FLEX;1.50.255;Да;14252
5006;карниз FLEX;1.50.256;Да;16350
5007;карниз FLEX;1.50.257;Да;5840
5008;карниз FLEX;1.50.258;Да;5390
5009;карниз FLEX;1.50.259;Да;7694
5010;карниз FLEX;1.50.260;Да;19852
5011;карниз FLEX;1.50.261;Да;14732
5012;карниз FLEX;1.50.262;Да;16530
5013;карниз FLEX;1.50.264;Да;20242
5014;карниз FLEX;1.50.265;Да;8682
5015;карниз FLEX;1.50.266;Да;7816
5016;карниз FLEX;1.50.267;Да;16590
5017;карниз FLEX;1.50.268;Да;17068
5018;карниз FLEX;1.50.269;Да;17996
5019;карниз FLEX;1.50.270;Да;19344
5020;молдинг;1.51.311;Нет;5570
5021;молдинг;1.51.314;Нет;3384
5022;молдинг;1.51.327;Нет;4597
5023;молдинг;1.51.301;Нет;3189
5024;молдинг;1.51.305;Нет;2785
5025;молдинг;1.51.321;Нет;2621
5026;молдинг;1.51.400;Нет;2785
5027;молдинг;1.51.302;Нет;3563
5028;молдинг;1.51.303;Нет;3624
5029;молдинг;1.51.304;Нет;3443
5030;молдинг;1.51.306;Нет;2844
5031;молдинг;1.51.307;Нет;5390
5032;молдинг;1.51.324;Нет;2621
5033;молдинг;1.51.352;Нет;3233
5034;молдинг;1.51.325;Нет;5749
5035;молдинг;1.51.312;Нет;3174
5036;молдинг;1.51.332;Нет;3353
5037;молдинг;1.51.350;Нет;5795
5038;молдинг;1.51.326;Нет;3324
5039;молдинг;1.51.308;Нет;3174
5040;молдинг;1.51.309;Нет;3563
5041;молдинг;1.51.310;Нет;5390
5042;молдинг;1.51.313;Нет;3384
5043;молдинг;1.51.315;Нет;3489
5044;молдинг;1.51.316;Нет;3233
5045;молдинг;1.51.317;Нет;5106
5046;молдинг;1.51.318;Нет;3624
5047;молдинг;1.51.319;Нет;5839
5048;молдинг;1.51.320;Нет;5570
5049;молдинг;1.51.322;Нет;2665
5050;молдинг;1.51.328;Нет;3324
5051;молдинг;1.51.330;Нет;3504
5052;молдинг;1.51.333;Нет;
5053;молдинг;1.51.340;Нет;3294
5054;молдинг;1.51.341;Нет;3624
5055;молдинг;1.51.342;Нет;3489
5056;молдинг;1.51.343;Нет;3414
5057;молдинг;1.51.344;Нет;3489
5058;молдинг;1.51.351;Нет;3414
5059;молдинг;1.51.380;Нет;7666
5060;молдинг;1.51.401;Нет;2621
5061;молдинг;1.51.323;Нет;2710
5062;молдинг;1.51.339;Нет;3414
5063;молдинг;1.51.331;Нет;3563
5064;молдинг;1.51.336;Нет;3353
5065;молдинг;1.51.334;Нет;3233
5066;молдинг;1.51.335;Нет;3563
5067;молдинг;1.51.337;Нет;3489
5068;молдинг;1.51.348;Нет;3384
5069;молдинг;1.51.349;Нет;5659
5070;молдинг;1.51.329;Нет;2770
5071;молдинг;1.51.347;Нет;5301
5072;молдинг;1.51.355;Нет;5480
5073;молдинг;1.51.354;Нет;3504
5074;молдинг FLEX;1.51.311;Да;11140
5075;молдинг FLEX;1.51.314;Да;6768
5076;молдинг FLEX;1.51.327;Да;9194
5077;молдинг FLEX;1.51.301;Да;6378
5078;молдинг FLEX;1.51.305;Да;5570
5079;молдинг FLEX;1.51.321;Да;5242
5080;молдинг FLEX;1.51.400;Да;5570
5081;молдинг FLEX;1.51.302;Да;7126
5082;молдинг FLEX;1.51.303;Да;7248
5083;молдинг FLEX;1.51.304;Да;6886
5084;молдинг FLEX;1.51.306;Да;5688
5085;молдинг FLEX;1.51.307;Да;10780
5086;молдинг FLEX;1.51.324;Да;5242
5087;молдинг FLEX;1.51.352;Да;6466
5088;молдинг FLEX;1.51.325;Да;11498
5089;молдинг FLEX;1.51.312;Да;6348
5090;молдинг FLEX;1.51.332;Да;6706
5091;молдинг FLEX;1.51.350;Да;11590
5092;молдинг FLEX;1.51.326;Да;6648
5093;молдинг FLEX;1.51.308;Да;6348
5094;молдинг FLEX;1.51.309;Да;7126
5095;молдинг FLEX;1.51.310;Да;10780
5096;молдинг FLEX;1.51.313;Да;6768
5097;молдинг FLEX;1.51.315;Да;6978
5098;молдинг FLEX;1.51.316;Да;6466
5099;молдинг FLEX;1.51.317;Да;10212
5100;молдинг FLEX;1.51.318;Да;7248
5101;молдинг FLEX;1.51.319;Да;11678
5102;молдинг FLEX;1.51.320;Да;11140
5103;молдинг FLEX;1.51.322;Да;5330
5104;молдинг FLEX;1.51.328;Да;6648
5105;молдинг FLEX;1.51.330;Да;7008
5106;молдинг FLEX;1.51.333;Да;
5107;молдинг FLEX;1.51.340;Да;6588
5108;молдинг FLEX;1.51.341;Да;7248
5109;молдинг FLEX;1.51.342;Да;6978
5110;молдинг FLEX;1.51.343;Да;6828
5111;молдинг FLEX;1.51.344;Да;6978
5112;молдинг FLEX;1.51.351;Да;6828
5113;молдинг FLEX;1.51.380;Да;15332
5114;молдинг FLEX;1.51.401;Да;5242
5115;молдинг FLEX;1.51.323;Да;5420
5116;молдинг FLEX;1.51.339;Да;6828
5117;молдинг FLEX;1.51.331;Да;7126
5118;молдинг FLEX;1.51.336;Да;6706
5119;молдинг FLEX;1.51.334;Да;6466
5120;молдинг FLEX;1.51.335;Да;7126
5121;молдинг FLEX;1.51.337;Да;6978
5122;молдинг FLEX;1.51.348;Да;6768
5123;молдинг FLEX;1.51.349;Да;11318
5124;молдинг FLEX;1.51.329;Да;5540
5125;молдинг FLEX;1.51.347;Да;10602
5126;молдинг FLEX;1.51.355;Да;10960
5127;молдинг FLEX;1.51.354;Да;7008
5128;плинтус;1.53.102;Нет;6123
5129;плинтус;1.53.103;Нет;5615
5130;плинтус;1.53.104;Нет;5705
5131;плинтус;1.53.105;Нет;6289
5132;плинтус;1.53.106;Нет;5120
5133;плинтус;1.53.107;Нет;4925
5134;плинтус;1.53.109;Нет;5510
5135;плинтус;1.53.101;Нет;5915
5136;плинтус FLEX;1.53.102;Да;12246
5137;плинтус FLEX;1.53.103;Да;11230
5138;плинтус FLEX;1.53.104;Да;11410
5139;плинтус FLEX;1.53.105;Да;12578
5140;плинтус FLEX;1.53.106;Да;10240
5141;плинтус FLEX;1.53.107;Да;9850
5142;плинтус FLEX;1.53.109;Да;11020
5143;плинтус FLEX;1.53.101;Да;11830
5144;угловой элемент;1.52.326;Нет;2920
5145;угловой элемент;1.52.301;Нет;2501
5146;угловой элемент;1.52.302;Нет;2575
5147;угловой элемент;1.52.290;Нет;2710
5148;угловой элемент;1.52.293;Нет;2710
5149;угловой элемент;1.52.292;Нет;2785
5150;угловой элемент;1.52.288;Нет;2844
5151;угловой элемент;1.52.294;Нет;2844
5152;угловой элемент;1.52.291;Нет;2590
5153;угловой элемент;1.52.295;Нет;2590
5154;угловой элемент;1.52.328;Нет;2590
5155;угловой элемент;1.52.400;Нет;2726
5156;угловой элемент;1.52.289;Нет;2516
5157;угловой элемент;1.52.296;Нет;3115
5158;угловой элемент;1.52.297;Нет;2531
5159;угловой элемент;1.52.298;Нет;2531
5160;угловой элемент;1.52.300;Нет;2590
5161;угловой элемент;1.52.303;Нет;2590
5162;угловой элемент;1.52.308;Нет;2485
5163;угловой элемент;1.52.312;Нет;2501
5164;угловой элемент;1.52.313;Нет;5360
5165;угловой элемент;1.52.314;Нет;3115
5166;угловой элемент;1.52.318;Нет;2650
5167;кронштейн;1.19.001;Нет;7231
5168;кронштейн;1.19.137;Нет;1063
5169;кронштейн;1.19.002;Нет;5405
5170;кронштейн;1.19.005;Нет;5974
5171;кронштейн;1.19.003;Нет;5434
5172;кронштейн;1.19.004;Нет;5434
5173;кронштейн;1.19.006;Нет;19719
5174;розетка;1.56.017;Нет;7620
5175;розетка;1.56.001;Нет;10376
5176;розетка;1.56.002;Нет;7382
5177;розетка;1.56.004;Нет;6018
5178;розетка;1.56.007;Нет;6243
5179;розетка;1.56.013;Нет;4118
5180;розетка;1.56.014;Нет;4297
5181;розетка;1.56.015;Нет;8114
5182;розетка;1.56.016;Нет;7382
5183;розетка;1.56.018;Нет;14418
5184;розетка;1.56.019;Нет;7876
5185;розетка;1.56.020;Нет;7876
5186;розетка;1.56.022;Нет;7382
5187;розетка;1.56.023;Нет;10106
5188;розетка;1.56.024;Нет;7620
5189;розетка;1.56.025;Нет;19000
5190;розетка;1.56.005;Нет;10106
5191;розетка;1.56.010;Нет;2516
5192;розетка;1.56.028;Нет;14088
5193;розетка;1.56.029;Нет;10376
5194;розетка;1.56.030;Нет;4417
5195;розетка;1.56.003;Нет;7876
5196;розетка;1.56.031;Нет;10106
5197;розетка;1.56.021;Нет;8114
5198;розетка;1.56.026;Нет;13760
5199;розетка;1.56.006;Нет;4208
5200;розетка;1.56.009;Нет;4297
5201;розетка;1.56.032;Нет;4387
5202;розетка;1.56.011;Нет;2485
5203;розетка;1.56.037;Нет;4297
5204;розетка;1.56.034;Нет;7620
5205;розетка;1.56.033;Нет;7382
5206;розетка;1.56.038;Нет;4551
5207;розетка;1.56.012;Нет;7876
5208;розетка;1.56.027;Нет;4192
5209;розетка;1.56.039;Нет;10510
5210;розетка;1.56.035;Нет;7620
5211;розетка;1.56.042;Нет;2516
5212;орнамент;1.60.114;Нет;3130
5213;орнамент;1.60.014;Нет;3130
5214;орнамент;1.60.011;Нет;1364
5215;орнамент;1.60.111;Нет;1364
5216;орнамент;1.60.007;Нет;1259
5217;орнамент;1.60.005;Нет;1259
5218;орнамент;1.60.012;Нет;3384
5219;орнамент;1.60.008;Нет;1198
5220;орнамент;1.60.010;Нет;1229
5221;орнамент;1.60.002;Нет;1364
5222;орнамент;1.60.003;Нет;1198
5223;орнамент;1.60.004;Нет;1229
5224;орнамент;1.60.006;Нет;1244
5225;орнамент;1.60.009;Нет;1229
5226;орнамент;1.60.015;Нет;1274
5227;орнамент;1.60.017;Нет;1379
5228;орнамент;1.60.018;Нет;1408
5229;орнамент;1.60.019;Нет;3384
5230;орнамент;1.60.108;Нет;1198
5231;орнамент;1.60.109;Нет;1229
5232;орнамент;1.60.110;Нет;1229
5233;орнамент;1.60.001;Нет;1244
5234;кессон;1.57.002;Нет;9494
5235;кессон;1.57.003;Нет;9988
5236;кессон;1.57.001;Нет;8746
5237;кессон;1.57.004;Нет;12952
5238;купол;1.58.001;Нет;47747
5239;капитель;1.11.001;Нет;41639
5240;капитель;1.11.010;Нет;22624
5241;капитель;1.11.003;Нет;32356
5242;капитель;1.11.002;Нет;24032
5243;капитель;1.11.004;Нет;32356
5244;капитель;1.11.005;Нет;16681
5245;капитель;1.11.006;Нет;31053
5246;капитель;1.11.008;Нет;18821
5247;капитель;1.11.009;Нет;18731
5248;капитель;1.15.002;Нет;10272
5249;капитель;1.15.003;Нет;14434
5250;капитель;1.15.004;Нет;14434
5251;капитель;1.15.005;Нет;7487
5252;капитель;1.15.006;Нет;13865
5253;капитель;1.15.008;Нет;9419
5254;капитель;1.15.001;Нет;17623
5255;капитель;1.15.009;Нет;9373
5256;капитель;1.15.010;Нет;11321
5257;капитель;1.21.003;Нет;6440
5258;капитель;1.21.001;Нет;5780
5259;капитель;1.21.002;Нет;7367
5260;капитель;1.21.004;Нет;6739
5261;капитель;1.21.005;Нет;7262
5262;капитель;1.21.006;Нет;6873
5263;капитель;1.21.007;Нет;6514
5264;ствол;1.12.020;Нет;60847
5265;ствол;1.12.010;Нет;60847
5266;ствол;1.12.030;Нет;77497
5267;ствол;1.12.050;Нет;35829
5268;ствол;1.12.060;Нет;32715
5269;ствол;1.12.061;Нет;44184
5270;ствол;1.12.080;Нет;32715
5271;ствол;1.12.081;Нет;44184
5272;ствол;1.12.070;Нет;32715
5273;ствол;1.12.071;Нет;44184
5274;ствол;1.16.080;Нет;16366
5275;ствол;1.16.081;Нет;22100
5276;ствол;1.16.030;Нет;35560
5277;ствол;1.16.070;Нет;16366
5278;ствол;1.16.050;Нет;16021
5279;ствол;1.16.060;Нет;16366
5280;ствол;1.16.071;Нет;22100
5281;ствол;1.16.010;Нет;27250
5282;ствол;1.16.011;Нет;27999
5283;ствол;1.16.020;Нет;27250
5284;ствол;1.16.061;Нет;22100
5285;ствол;1.22.010;Нет;8401
5286;ствол;1.22.020;Нет;13251
5287;ствол;1.22.030;Нет;10108
5288;ствол;1.22.200;Нет;15212
5289;ствол;1.22.040;Нет;10751
5290;кольцо;1.11.100;Нет;1019
5291;кольцо;1.11.200;Нет;1019
5292;кольцо;1.11.300;Нет;1484
5293;кольцо;1.15.100;Нет;525
5294;кольцо;1.15.200;Нет;525
5295;кольцо;1.15.300;Нет;765
5296;база;1.13.900;Нет;14884
5297;база;1.13.300;Нет;56042
5298;база;1.13.400;Нет;24825
5299;база;1.13.800;Нет;14884
5300;база;1.13.500;Нет;16681
5301;база;1.13.100;Нет;43226
5302;база;1.13.200;Нет;21486
5303;база;1.13.700;Нет;14584
5304;база;1.17.900;Нет;7443
5305;база;1.17.300;Нет;25634
5306;база;1.17.400;Нет;11231
5307;база;1.17.100;Нет;19225
5308;база;1.17.800;Нет;7443
5309;база;1.17.500;Нет;7487
5310;база;1.17.600;Нет;14030
5311;база;1.17.700;Нет;7308
5312;база;1.17.200;Нет;8355
5313;база;1.23.100;Нет;6873
5314;база;1.23.200;Нет;9839
5315;база;1.23.300;Нет;7756
5316;база;1.23.400;Нет;10497
5317;база;1.23.500;Нет;7548
5318;пьедестал;1.14.001;Нет;28972
5319;пьедестал;1.14.002;Нет;30590
5320;пьедестал;1.14.003;Нет;30590
5321;пьедестал;1.18.001;Нет;15303
5322;пьедестал;1.18.002;Нет;14510
5323;пьедестал;1.18.003;Нет;15303
5324;база;1.54.010;Нет;3249
5325;обрамление арок;1.55.003;Нет;1318
5326;обрамление арок;1.55.004;Нет;1362
5327;обрамление арок;1.55.001;Нет;3714
5328;замковый камень;1.55.005;Нет;1362
5329;обрамление арок;1.55.002;Нет;3714
5330;база;1.54.020;Нет;2934
5331;боковой элемент;1.54.009;Нет;1288
5332;боковой элемент;1.54.019;Нет;1288
5333;квадрат;1.54.001;Нет;1167
5334;квадрат;1.54.002;Нет;1139
5335;наличник;1.54.003;Нет;4671
5336;наличник;1.54.004;Нет;7830
5337;элемент;1.54.008;Нет;1318
5338;элемент;1.54.006;Нет;1617
5339;элемент;1.54.005;Нет;1557
5340;элемент;1.54.007;Нет;1272
5341;элемент;1.54.012;Нет;3220
5342;элемент;1.54.011;Нет;3174
5343;ствол;1.12.011;Нет;62675
5344;пилястра;1.20.301;Нет;
5345;пилястра;1.20.302;Нет;
5346;пилястра;1.20.303;Нет;
5347;пилястра;1.20.201;Нет;
5348;пилястра;1.20.202;Нет;
5349;пилястра;1.20.101;Нет;
5350;пилястра;1.20.102;Нет;
5351;пилястра;1.20.001;Нет;
5352;пилястра;1.20.002;Нет;
5353;полуколонна;1.10.301;Нет;
5354;полуколонна;1.10.302;Нет;
5355;полуколонна;1.10.303;Нет;
5356;полуколонна;1.10.304;Нет;
5357;полуколонна;1.10.201;Нет;
5358;полуколонна;1.10.202;Нет;
5359;полуколонна;1.10.203;Нет;
5360;полуколонна;1.10.204;Нет;
5361;полуколонна;1.10.205;Нет;
5362;полуколонна;1.10.206;Нет;
5363;полуколонна;1.10.207;Нет;
5364;полуколонна;1.10.208;Нет;
5365;полуколонна;1.10.209;Нет;
5366;полуколонна;1.10.210;Нет;
5367;полуколонна;1.10.211;Нет;
5368;полуколонна;1.10.212;Нет;
5369;полуколонна;1.10.213;Нет;
5370;полуколонна;1.10.214;Нет;
5371;полуколонна;1.10.101;Нет;
5372;полуколонна;1.10.102;Нет;
5373;полуколонна;1.10.103;Нет;
5374;полуколонна;1.10.104;Нет;
5375;полуколонна;1.10.105;Нет;
5376;полуколонна;1.10.106;Нет;
5377;колонна;1.30.301;Нет;
5378;колонна;1.30.302;Нет;
5379;колонна;1.30.303;Нет;
5380;колонна;1.30.304;Нет;
5381;колонна;1.30.201;Нет;
5382;колонна;1.30.202;Нет;
5383;колонна;1.30.204;Нет;
5384;колонна;1.30.205;Нет;
5385;колонна;1.30.206;Нет;
5386;колонна;1.30.207;Нет;
5387;колонна;1.30.208;Нет;
5388;колонна;1.30.209;Нет;
5389;колонна;1.30.210;Нет;
5390;колонна;1.30.211;Нет;
5391;колонна;1.30.212;Нет;
5392;колонна;1.30.213;Нет;
5393;колонна;1.30.214;Нет;
5394;колонна;1.30.101;Нет;
5395;колонна;1.30.102;Нет;
5396;колонна;1.30.104;Нет;
5397;колонна;1.30.105;Нет;
5398;колонна;1.30.106;Нет;
5861;карниз;1.50.205;Нет;4341
5862;карниз FLEX;1.50.196;Да;8114
5863;карниз FLEX;1.50.198;Да;8804
5864;карниз FLEX;1.50.201;Да;19822
5865;карниз FLEX;1.50.205;Да;8682
5866;молдинг;1.51.345;Нет;5480
5867;молдинг;1.51.357;Нет;3309
5868;молдинг;1.51.358;Нет;5211
5869;молдинг;1.51.361;Нет;3563
5870;молдинг;1.51.381;Нет;8459
5871;молдинг FLEX;1.51.345;Да;10960
5872;молдинг FLEX;1.51.357;Да;6618
5873;молдинг FLEX;1.51.358;Да;10422
5874;молдинг FLEX;1.51.361;Да;7126
5875;молдинг FLEX;1.51.381;Да;16918
5876;архитрав;1.26.001;Нет;8998
5877;архитрав;1.26.002;Нет;8998
5878;архитрав;1.26.003;Нет;9207
5879;розетка;1.56.036;Нет;16379
5880;база;1.13.600;Нет;29377
5881;ниша;1.61.101;Нет;17966
5882;ниша;1.61.102;Нет;27534
5883;ниша с полкой;1.61.110;Нет;16635
5884;ниша с полкой;1.61.120;Нет;33971
5885;сандрик;1.63.001;Нет;9297
5886;сандрик;1.63.002;Нет;8744
5887;карниз;4.02.201;Нет;37242
5888;карниз;4.01.201;Нет;37784
5889;карниз;4.01.101;Нет;32386
5890;карниз;4.01.301;Нет;35092
5891;карниз;4.32.202;Нет;26989
5892;карниз;4.01.103;Нет;48580
5893;карниз;4.31.301;Нет;32386
